GCAM_REG,Pollutant,AGG_SEC,MC (million Euros per kt),Delta EM (kt),EM (kt),CUM_REDUCTIONS (kt)
South America_Southern,NH3,Agriculture,-0.269,-61.900772,0,-61.900772
South America_Southern,NH3,Agriculture,0.116,-15.2527019,0,-77.1534739
South America_Southern,NH3,Agriculture,0.124,-1.4644132,0,-78.6178871
South America_Southern,NH3,Agriculture,0.169,-34.8454072,0,-113.4632943
South America_Southern,NH3,Agriculture,0.26,-37.8929004,0,-151.3561947
South America_Southern,NH3,Agriculture,0.409,-37.8929,0,-189.2490947
South America_Southern,NH3,Agriculture,0.629,-37.8929002,0,-227.1419949
South America_Southern,NH3,Agriculture,0.852,-37.8929,0,-265.0348949
South America_Southern,NH3,Agriculture,1.098,-37.8929003,0,-302.9277952
South America_Southern,NH3,Agriculture,1.96,-37.8929007,0,-340.8206959
South America_Southern,NH3,Agriculture,8.163,-35.2012251,0,-376.021921
South America_Southern,NH3,Agriculture,,0,1036.785318,-376.021921
South America_Southern,NH3,Industry,-10825.397,-0.0014463,0,-0.0014463
South America_Southern,NH3,Industry,21.264,-0.7272053,0,-0.7286516
South America_Southern,NH3,Industry,,0,1.4029408,-0.7286516
South America_Southern,NH3,Other,,0,29.879155,0
South America_Southern,NH3,Power,19.617,-0.003796,0,-0.003796
South America_Southern,NH3,Power,,0,0.0568694,-0.003796
South America_Southern,NH3,Residential/Commercial,,0,0.6631181,0
South America_Southern,NH3,Transport,-28.325,-0.2139603,0,-0.2139603
South America_Southern,NH3,Transport,46.457,-1.9606736,0,-2.1746339
South America_Southern,NH3,Transport,,0,4.374609,-2.1746339
South America_Southern,NOX,ALL,,0,1117.188098,0
South America_Southern,NOX,Agriculture,0.553,-8.4743721,0,-8.4743721
South America_Southern,NOX,Agriculture,,0,143.8657876,-8.4743721
South America_Southern,NOX,Industry,-22.771,-0.6875603,0,-0.6875603
South America_Southern,NOX,Industry,0.028,-5.3860869,0,-6.0736472
South America_Southern,NOX,Industry,0.417,-6.1488725,0,-12.2225197
South America_Southern,NOX,Industry,0.616,-27.1877261,0,-39.4102458
South America_Southern,NOX,Industry,0.848,-13.7168034,0,-53.1270492
South America_Southern,NOX,Industry,0.997,-16.7872703,0,-69.9143195
South America_Southern,NOX,Industry,1.296,-21.0673795,0,-90.981699
South America_Southern,NOX,Industry,2.3,-8.7885694,0,-99.7702684
South America_Southern,NOX,Industry,5.343,-2.6648541,0,-102.4351225
South America_Southern,NOX,Industry,8.527,-0.789971,0,-103.2250935
South America_Southern,NOX,Industry,12.549,-3.2962042,0,-106.5212977
South America_Southern,NOX,Industry,,0,145.5809362,-106.5212977
South America_Southern,NOX,Other,,0,39,0
South America_Southern,NOX,Power,0.432,-1.08459,0,-1.08459
South America_Southern,NOX,Power,0.439,-0.569023,0,-1.653613
South America_Southern,NOX,Power,0.604,-0.12337,0,-1.776983
South America_Southern,NOX,Power,2.034,-1.1458454,0,-2.9228284
South America_Southern,NOX,Power,2.093,-0.6869718,0,-3.6098002
South America_Southern,NOX,Power,2.601,-0.0903868,0,-3.700187
South America_Southern,NOX,Power,4.259,-0.049348,0,-3.749535
South America_Southern,NOX,Power,9.062,-0.635904,0,-4.385439
South America_Southern,NOX,Power,10.201,-4.0859751,0,-8.4714141
South America_Southern,NOX,Power,,0,13.9883081,-8.4714141
South America_Southern,NOX,Residential/Commercial,1.24,-0.3575571,0,-0.3575571
South America_Southern,NOX,Residential/Commercial,1.886,-0.401926,0,-0.7594831
South America_Southern,NOX,Residential/Commercial,2.025,-0.9673189,0,-1.726802
South America_Southern,NOX,Residential/Commercial,2.867,-0.2495496,0,-1.9763516
South America_Southern,NOX,Residential/Commercial,7.294,-0.6175896,0,-2.5939412
South America_Southern,NOX,Residential/Commercial,13.131,-3.4346868,0,-6.028628
South America_Southern,NOX,Residential/Commercial,,0,20.66682,-6.028628
South America_Southern,NOX,Transport,-3.725,-1.6269814,0,-1.6269814
South America_Southern,NOX,Transport,0.045,-46.5993059,0,-48.2262873
South America_Southern,NOX,Transport,0.225,-46.9939163,0,-95.2202036
South America_Southern,NOX,Transport,0.343,-22.830227,0,-118.0504306
South America_Southern,NOX,Transport,1.432,-31.1414871,0,-149.1919177
South America_Southern,NOX,Transport,4.158,-36.0197529,0,-185.2116706
South America_Southern,NOX,Transport,4.477,-40.5669366,0,-225.7786072
South America_Southern,NOX,Transport,5.218,-45.2644399,0,-271.0430471
South America_Southern,NOX,Transport,6.063,-51.9481262,0,-322.9911733
South America_Southern,NOX,Transport,7.335,-53.5156376,0,-376.5068109
South America_Southern,NOX,Transport,11.93,-43.9098108,0,-420.4166217
South America_Southern,NOX,Transport,,0,752.1382531,-420.4166217
South America_Southern,NOX,Waste,-539.31,-0.7818205,0,-0.7818205
South America_Southern,NOX,Waste,0,-0.0289607,0,-0.8107812
South America_Southern,NOX,Waste,53.291,-0.3840383,0,-1.1948195
South America_Southern,NOX,Waste,,0,1.9479928,-1.1948195
South America_Southern,PM,ALL,,0,239.4553662,0
South America_Southern,PM,Agriculture,0.12,-38.9697399,0,-38.9697399
South America_Southern,PM,Agriculture,528.266,-0.6328584,0,-39.6025983
South America_Southern,PM,Agriculture,,0,65.595239,-39.6025983
South America_Southern,PM,Industry,-1.744,-8.975212,0,-8.975212
South America_Southern,PM,Industry,0.071,-3.5469051,0,-12.5221171
South America_Southern,PM,Industry,0.096,-0.2156564,0,-12.7377735
South America_Southern,PM,Industry,0.108,-2.4662675,0,-15.204041
South America_Southern,PM,Industry,0.243,-6.4720391,0,-21.6760801
South America_Southern,PM,Industry,0.448,-7.7147757,0,-29.3908558
South America_Southern,PM,Industry,0.895,-7.8680297,0,-37.2588855
South America_Southern,PM,Industry,2.587,-4.7613194,0,-42.0202049
South America_Southern,PM,Industry,5.841,-3.5690772,0,-45.5892821
South America_Southern,PM,Industry,5.868,-2.3588803,0,-47.9481624
South America_Southern,PM,Industry,83.345,-2.3661573,0,-50.3143197
South America_Southern,PM,Industry,,0,63.3922918,-50.3143197
South America_Southern,PM,Power,3.218,-0.0258019,0,-0.0258019
South America_Southern,PM,Power,3.789,-0.0773952,0,-0.1031971
South America_Southern,PM,Power,5.281,-0.046792,0,-0.1499891
South America_Southern,PM,Power,8.489,-0.0469309,0,-0.19692
South America_Southern,PM,Power,10.288,-0.0973274,0,-0.2942474
South America_Southern,PM,Power,,0,0.3370606,-0.2942474
South America_Southern,PM,Residential/Commercial,-21.61,-0.4826182,0,-0.4826182
South America_Southern,PM,Residential/Commercial,5.973,-0.3758812,0,-0.8584994
South America_Southern,PM,Residential/Commercial,8.08,-0.6708373,0,-1.5293367
South America_Southern,PM,Residential/Commercial,19.329,-0.7385831,0,-2.2679198
South America_Southern,PM,Residential/Commercial,23.745,-1.743944,0,-4.0118638
South America_Southern,PM,Residential/Commercial,127.235,-0.7953555,0,-4.8072193
South America_Southern,PM,Residential/Commercial,,0,40.0705942,-4.8072193
South America_Southern,PM,Transport,-2116.861,-0.0028629,0,-0.0028629
South America_Southern,PM,Transport,0.113,-0.7400719,0,-0.7429348
South America_Southern,PM,Transport,0.157,-0.2592164,0,-1.0021512
South America_Southern,PM,Transport,0.363,-2.1508853,0,-3.1530365
South America_Southern,PM,Transport,0.422,-1.0928737,0,-4.2459102
South America_Southern,PM,Transport,0.769,-1.4107068,0,-5.656617
South America_Southern,PM,Transport,3.971,-5.1918108,0,-10.8484278
South America_Southern,PM,Transport,32.13,-6.5274049,0,-17.3758327
South America_Southern,PM,Transport,65.66,-7.1074993,0,-24.483332
South America_Southern,PM,Transport,87.213,-9.0754032,0,-33.5587352
South America_Southern,PM,Transport,,0,59.8003958,-33.5587352
South America_Southern,PM,Waste,-184.933,-2.2799789,0,-2.2799789
South America_Southern,PM,Waste,0,-0.2446599,0,-2.5246388
South America_Southern,PM,Waste,5.085,-0.2632158,0,-2.7878546
South America_Southern,PM,Waste,6.775,-1.6751763,0,-4.4630309
South America_Southern,PM,Waste,8.411,-1.0316632,0,-5.4946941
South America_Southern,PM,Waste,20.019,-0.3857564,0,-5.8804505
South America_Southern,PM,Waste,147.778,-0.531875,0,-6.4123255
South America_Southern,PM,Waste,,0,10.2597848,-6.4123255
South America_Southern,SO2,ALL,,0,453.7158812,0
South America_Southern,SO2,Agriculture,1.263,-3.7114037,0,-3.7114037
South America_Southern,SO2,Agriculture,,0,4.9485384,-3.7114037
South America_Southern,SO2,Industry,-318.014,-0.049233,0,-0.049233
South America_Southern,SO2,Industry,0.104,-8.3315545,0,-8.3807875
South America_Southern,SO2,Industry,0.152,-11.0375076,0,-19.4182951
South America_Southern,SO2,Industry,0.195,-10.2488036,0,-29.6670987
South America_Southern,SO2,Industry,0.305,-9.3533071,0,-39.0204058
South America_Southern,SO2,Industry,0.499,-9.4653927,0,-48.4857985
South America_Southern,SO2,Industry,0.548,-10.2636264,0,-58.7494249
South America_Southern,SO2,Industry,0.788,-7.992538,0,-66.7419629
South America_Southern,SO2,Industry,2.222,-9.0740194,0,-75.8159823
South America_Southern,SO2,Industry,5.97,-2.4229496,0,-78.2389319
South America_Southern,SO2,Industry,14.544,-1.5976819,0,-79.8366138
South America_Southern,SO2,Industry,,0,384.6229885,-79.8366138
South America_Southern,SO2,Power,-0.866,-3.0703351,0,-3.0703351
South America_Southern,SO2,Power,0.466,-2.2827885,0,-5.3531236
South America_Southern,SO2,Power,0.501,-1.0809764,0,-6.4341
South America_Southern,SO2,Power,0.519,-1.7453238,0,-8.1794238
South America_Southern,SO2,Power,0.685,-1.2369169,0,-9.4163407
South America_Southern,SO2,Power,6.681,-0.4445438,0,-9.8608845
South America_Southern,SO2,Power,7.562,-0.575789,0,-10.4366735
South America_Southern,SO2,Power,8.734,-0.1417125,0,-10.578386
South America_Southern,SO2,Power,,0,12.4071603,-10.578386
South America_Southern,SO2,Residential/Commercial,0.653,-0.0044187,0,-0.0044187
South America_Southern,SO2,Residential/Commercial,6.681,-0.1558066,0,-0.1602253
South America_Southern,SO2,Residential/Commercial,10.432,-0.215223,0,-0.3754483
South America_Southern,SO2,Residential/Commercial,,0,11.2823817,-0.3754483
South America_Southern,SO2,Transport,7.471,-8.3843704,0,-8.3843704
South America_Southern,SO2,Transport,8.279,-1.024257,0,-9.4086274
South America_Southern,SO2,Transport,8.888,-0.9277386,0,-10.336366
South America_Southern,SO2,Transport,9.282,-0.787174,0,-11.12354
South America_Southern,SO2,Transport,12.352,-9.5820426,0,-20.7055826
South America_Southern,SO2,Transport,16.521,-0.0137854,0,-20.719368
South America_Southern,SO2,Transport,,0,40.0500267,-20.719368
South America_Southern,SO2,Waste,-2664.666,-0.1582351,0,-0.1582351
South America_Southern,SO2,Waste,0,-0.0061473,0,-0.1643824
South America_Southern,SO2,Waste,185.833,-0.0022558,0,-0.1666382
South America_Southern,SO2,Waste,,0,0.4047856,-0.1666382
South America_Southern,VOC,ALL,,0,1354.371909,0
South America_Southern,VOC,Agriculture,0.09,-52.3307936,0,-52.3307936
South America_Southern,VOC,Agriculture,,0,521.4529662,-52.3307936
South America_Southern,VOC,Industry,-0.086,-181.4967159,0,-181.4967159
South America_Southern,VOC,Industry,0.266,-0.1529244,0,-181.6496403
South America_Southern,VOC,Industry,1.566,-1.7459749,0,-183.3956152
South America_Southern,VOC,Industry,2.932,-5.7598755,0,-189.1554907
South America_Southern,VOC,Industry,9.606,-5.7798611,0,-194.9353518
South America_Southern,VOC,Industry,,0,517.0792515,-194.9353518
South America_Southern,VOC,Power,,0,0.701172,0
South America_Southern,VOC,Residential/Commercial,-27.901,-0.3737983,0,-0.3737983
South America_Southern,VOC,Residential/Commercial,4.316,-0.2896116,0,-0.6634099
South America_Southern,VOC,Residential/Commercial,4.367,-2.1523429,0,-2.8157528
South America_Southern,VOC,Residential/Commercial,35.245,-4.4147294,0,-7.2304822
South America_Southern,VOC,Residential/Commercial,,0,69.6541488,-7.2304822
South America_Southern,VOC,Transport,-3.799,-1.5951396,0,-1.5951396
South America_Southern,VOC,Transport,0.037,-0.0380788,0,-1.6332184
South America_Southern,VOC,Transport,0.133,-8.8020443,0,-10.4352627
South America_Southern,VOC,Transport,0.199,-0.5419372,0,-10.9771999
South America_Southern,VOC,Transport,0.22,-30.2487427,0,-41.2259426
South America_Southern,VOC,Transport,0.754,-33.201217,0,-74.4271596
South America_Southern,VOC,Transport,2.72,-29.2981639,0,-103.7253235
South America_Southern,VOC,Transport,59.191,-27.342073,0,-131.0673965
South America_Southern,VOC,Transport,,0,235.7480531,-131.0673965
South America_Southern,VOC,Waste,-201.1,-2.0966879,0,-2.0966879
South America_Southern,VOC,Waste,0,-0.2311392,0,-2.3278271
South America_Southern,VOC,Waste,2.413,-0.1154185,0,-2.4432456
South America_Southern,VOC,Waste,6.972,-1.8287103,0,-4.2719559
South America_Southern,VOC,Waste,16.87,-1.6077297,0,-5.8796856
South America_Southern,VOC,Waste,,0,9.7363175,-5.8796856
South Asia,NH3,ALL,,0,1453.4855,0
South Asia,NH3,Agriculture,-0.182,-59.7495028,0,-59.7495028
South Asia,NH3,Agriculture,0.138,-2.2990533,0,-62.0485561
South Asia,NH3,Agriculture,0.375,-37.8352814,0,-99.8838375
South Asia,NH3,Agriculture,0.549,-49.8387918,0,-149.7226293
South Asia,NH3,Agriculture,0.623,-49.8614364,0,-199.5840657
South Asia,NH3,Agriculture,0.657,-49.897385,0,-249.4814507
South Asia,NH3,Agriculture,0.666,-49.8973851,0,-299.3788358
South Asia,NH3,Agriculture,0.711,-49.8973853,0,-349.2762211
South Asia,NH3,Agriculture,0.827,-49.8973851,0,-399.1736062
South Asia,NH3,Agriculture,1.49,-49.8973854,0,-449.0709916
South Asia,NH3,Agriculture,4.971,-46.4388407,0,-495.5098323
South Asia,NH3,Agriculture,,0,1255.879889,-495.5098323
South Asia,NH3,Industry,12.945,-3.3199332,0,-3.3199332
South Asia,NH3,Industry,,0,4.6512955,-3.3199332
South Asia,NH3,Other,,0,186.453291,0
South Asia,NH3,Power,19.617,-0.013552,0,-0.013552
South Asia,NH3,Power,,0,0.1327946,-0.013552
South Asia,NH3,Residential/Commercial,,0,4.5868151,0
South Asia,NH3,Transport,-18.982,-0.0054746,0,-0.0054746
South Asia,NH3,Transport,35.028,-0.1250586,0,-0.1305332
South Asia,NH3,Transport,,0,1.7814157,-0.1305332
South Asia,NOX,ALL,,0,1004.730974,0
South Asia,NOX,Agriculture,3.614,-3.2352397,0,-3.2352397
South Asia,NOX,Agriculture,,0,208.589588,-3.2352397
South Asia,NOX,Industry,-1207.465,-0.013345,0,-0.013345
South Asia,NOX,Industry,0.678,-8.1423698,0,-8.1557148
South Asia,NOX,Industry,0.682,-0.6011459,0,-8.7568607
South Asia,NOX,Industry,0.82,-13.1644221,0,-21.9212828
South Asia,NOX,Industry,0.852,-10.9952336,0,-32.9165164
South Asia,NOX,Industry,1.326,-14.0743666,0,-46.990883
South Asia,NOX,Industry,2.012,-7.5225987,0,-54.5134817
South Asia,NOX,Industry,2.767,-4.9180919,0,-59.4315736
South Asia,NOX,Industry,4.78,-2.1795824,0,-61.611156
South Asia,NOX,Industry,9.473,-0.0924266,0,-61.7035826
South Asia,NOX,Industry,14.137,-3.1118436,0,-64.8154262
South Asia,NOX,Industry,,0,99.5385847,-64.8154262
South Asia,NOX,Other,,0,1.7,0
South Asia,NOX,Power,0.432,-0.4034875,0,-0.4034875
South Asia,NOX,Power,0.94,-3.118971,0,-3.5224585
South Asia,NOX,Power,1.773,-23.0601582,0,-26.5826167
South Asia,NOX,Power,1.791,-4.1265085,0,-30.7091252
South Asia,NOX,Power,2.006,-7.7491113,0,-38.4582365
South Asia,NOX,Power,3.017,-1.7666882,0,-40.2249247
South Asia,NOX,Power,5.09,-0.6505115,0,-40.8754362
South Asia,NOX,Power,5.811,-0.27517,0,-41.1506062
South Asia,NOX,Power,21.415,-0.26569,0,-41.4162962
South Asia,NOX,Power,,0,54.58776,-41.4162962
South Asia,NOX,Residential/Commercial,3.984,-1.0366532,0,-1.0366532
South Asia,NOX,Residential/Commercial,3.985,-0.264088,0,-1.3007412
South Asia,NOX,Residential/Commercial,7.524,-0.4882436,0,-1.7889848
South Asia,NOX,Residential/Commercial,15.053,-3.3000852,0,-5.08907
South Asia,NOX,Residential/Commercial,,0,41.757017,-5.08907
South Asia,NOX,Transport,-2.69,-0.0386319,0,-0.0386319
South Asia,NOX,Transport,0.034,-49.2908777,0,-49.3295096
South Asia,NOX,Transport,0.349,-40.7509645,0,-90.0804741
South Asia,NOX,Transport,0.93,-34.7213746,0,-124.8018487
South Asia,NOX,Transport,1.465,-28.4090725,0,-153.2109212
South Asia,NOX,Transport,2.651,-27.0082084,0,-180.2191296
South Asia,NOX,Transport,3.702,-33.0026029,0,-213.2217325
South Asia,NOX,Transport,4.61,-45.2785437,0,-258.5002762
South Asia,NOX,Transport,5.51,-48.9181233,0,-307.4183995
South Asia,NOX,Transport,6.746,-51.1564654,0,-358.5748649
South Asia,NOX,Transport,18.279,-43.5792543,0,-402.1541192
South Asia,NOX,Transport,,0,593.0789864,-402.1541192
South Asia,NOX,Waste,-313.845,-1.59473,0,-1.59473
South Asia,NOX,Waste,0,-0.0700878,0,-1.6648178
South Asia,NOX,Waste,75.038,-1.7480848,0,-3.4129026
South Asia,NOX,Waste,,0,5.4790376,-3.4129026
South Asia,PM,ALL,,0,644.705139,0
South Asia,PM,Agriculture,0.12,-97.0571889,0,-97.0571889
South Asia,PM,Agriculture,471.789,-0.1726975,0,-97.2298864
South Asia,PM,Agriculture,,0,143.849081,-97.2298864
South Asia,PM,Industry,-0.611,-26.3746667,0,-26.3746667
South Asia,PM,Industry,0.036,-9.0794173,0,-35.454084
South Asia,PM,Industry,0.202,-24.8525725,0,-60.3066565
South Asia,PM,Industry,0.922,-8.374986,0,-68.6816425
South Asia,PM,Industry,1.08,-15.6579328,0,-84.3395753
South Asia,PM,Industry,1.425,-17.6108009,0,-101.9503762
South Asia,PM,Industry,1.438,-16.6755967,0,-118.6259729
South Asia,PM,Industry,1.978,-8.7226475,0,-127.3486204
South Asia,PM,Industry,7.121,-4.8049713,0,-132.1535917
South Asia,PM,Industry,29.009,-0.0032162,0,-132.1568079
South Asia,PM,Industry,203.553,-8.3607678,0,-140.5175757
South Asia,PM,Industry,,0,172.4679737,-140.5175757
South Asia,PM,Power,0.559,-0.8670028,0,-0.8670028
South Asia,PM,Power,0.813,-1.757253,0,-2.6242558
South Asia,PM,Power,1.092,-0.2021381,0,-2.8263939
South Asia,PM,Power,1.332,-2.7605222,0,-5.5869161
South Asia,PM,Power,1.361,-1.1602983,0,-6.7472144
South Asia,PM,Power,9.784,-0.2178691,0,-6.9650835
South Asia,PM,Power,12.607,-0.2086117,0,-7.1736952
South Asia,PM,Power,,0,7.7629574,-7.1736952
South Asia,PM,Residential/Commercial,0,-3.701381,0,-3.701381
South Asia,PM,Residential/Commercial,0.794,-0.0049109,0,-3.7062919
South Asia,PM,Residential/Commercial,0.799,-0.1937674,0,-3.9000593
South Asia,PM,Residential/Commercial,0.81,-0.2350527,0,-4.135112
South Asia,PM,Residential/Commercial,3.013,-6.4966764,0,-10.6317884
South Asia,PM,Residential/Commercial,15.006,-9.599405,0,-20.2311934
South Asia,PM,Residential/Commercial,16.774,-12.9888516,0,-33.220045
South Asia,PM,Residential/Commercial,19.841,-23.6854772,0,-56.9055222
South Asia,PM,Residential/Commercial,31.238,-36.775183,0,-93.6807052
South Asia,PM,Residential/Commercial,37.741,-19.0486454,0,-112.7293506
South Asia,PM,Residential/Commercial,,0,160.5821012,-112.7293506
South Asia,PM,Transport,0.052,-5.5016033,0,-5.5016033
South Asia,PM,Transport,0.117,-9.6968475,0,-15.1984508
South Asia,PM,Transport,0.335,-11.1033382,0,-26.301789
South Asia,PM,Transport,0.755,-9.970824,0,-36.272613
South Asia,PM,Transport,1.904,-2.6504541,0,-38.9230671
South Asia,PM,Transport,11.118,-6.5143436,0,-45.4374107
South Asia,PM,Transport,16.998,-7.4936823,0,-52.931093
South Asia,PM,Transport,18.545,-12.3305567,0,-65.2616497
South Asia,PM,Transport,29.243,-10.7306382,0,-75.9922879
South Asia,PM,Transport,64.538,-14.8810719,0,-90.8733598
South Asia,PM,Transport,,0,122.0073035,-90.8733598
South Asia,PM,Waste,-61.43,-8.1474126,0,-8.1474126
South Asia,PM,Waste,0,-0.4300197,0,-8.5774323
South Asia,PM,Waste,3.022,-0.2390881,0,-8.8165204
South Asia,PM,Waste,8.011,-2.1771056,0,-10.993626
South Asia,PM,Waste,8.229,-0.2411724,0,-11.2347984
South Asia,PM,Waste,8.563,-11.4529227,0,-22.6877211
South Asia,PM,Waste,23.616,-0.1458847,0,-22.8336058
South Asia,PM,Waste,61.911,-5.19174,0,-28.0253458
South Asia,PM,Waste,,0,38.0357222,-28.0253458
South Asia,SO2,ALL,,0,609.0900009,0
South Asia,SO2,Agriculture,3.373,-3.4663281,0,-3.4663281
South Asia,SO2,Agriculture,,0,4.6217709,-3.4663281
South Asia,SO2,Industry,-122.116,-0.1319531,0,-0.1319531
South Asia,SO2,Industry,0.17,-26.8194919,0,-26.951445
South Asia,SO2,Industry,0.408,-2.0122413,0,-28.9636863
South Asia,SO2,Industry,0.559,-3.4004219,0,-32.3641082
South Asia,SO2,Industry,0.695,-6.4972162,0,-38.8613244
South Asia,SO2,Industry,0.752,-9.1200994,0,-47.9814238
South Asia,SO2,Industry,0.794,-15.9075978,0,-63.8890216
South Asia,SO2,Industry,1.554,-11.3941804,0,-75.283202
South Asia,SO2,Industry,2.498,-10.0261111,0,-85.3093131
South Asia,SO2,Industry,3.086,-1.9696635,0,-87.2789766
South Asia,SO2,Industry,5.346,-7.1846936,0,-94.4636702
South Asia,SO2,Industry,,0,229.0146571,-94.4636702
South Asia,SO2,Power,0.4,-37.6210351,0,-37.6210351
South Asia,SO2,Power,0.421,-12.332136,0,-49.9531711
South Asia,SO2,Power,0.478,-36.1977009,0,-86.150872
South Asia,SO2,Power,0.58,-33.1360601,0,-119.2869321
South Asia,SO2,Power,0.586,-30.5131771,0,-149.8001092
South Asia,SO2,Power,0.778,-23.6847638,0,-173.484873
South Asia,SO2,Power,0.904,-28.0321902,0,-201.5170632
South Asia,SO2,Power,0.944,-28.1981173,0,-229.7151805
South Asia,SO2,Power,0.967,-30.133997,0,-259.8491775
South Asia,SO2,Power,11.131,-13.7702684,0,-273.6194459
South Asia,SO2,Power,,0,283.5993576,-273.6194459
South Asia,SO2,Residential/Commercial,0.592,-0.0351538,0,-0.0351538
South Asia,SO2,Residential/Commercial,0.691,-0.0409146,0,-0.0760684
South Asia,SO2,Residential/Commercial,2.312,-0.0632917,0,-0.1393601
South Asia,SO2,Residential/Commercial,3.371,-0.2757227,0,-0.4150828
South Asia,SO2,Residential/Commercial,3.749,-1.692413,0,-2.1074958
South Asia,SO2,Residential/Commercial,,0,42.6224451,-2.1074958
South Asia,SO2,Transport,4.707,-1.2676461,0,-1.2676461
South Asia,SO2,Transport,4.963,-7.027226,0,-8.2948721
South Asia,SO2,Transport,6.431,-13.8273496,0,-22.1222217
South Asia,SO2,Transport,,0,48.0775324,-22.1222217
South Asia,SO2,Waste,-1494.828,-0.3348197,0,-0.3348197
South Asia,SO2,Waste,0,-0.0148771,0,-0.3496968
South Asia,SO2,Waste,283.432,-0.2039073,0,-0.5536041
South Asia,SO2,Waste,,0,1.1542378,-0.5536041
South Asia,VOC,ALL,,0,1416.975076,0
South Asia,VOC,Agriculture,0.09,-130.3339394,0,-130.3339394
South Asia,VOC,Agriculture,,0,493.8018694,-130.3339394
South Asia,VOC,Industry,-0.114,-141.8409834,0,-141.8409834
South Asia,VOC,Industry,0.33,-0.0934981,0,-141.9344815
South Asia,VOC,Industry,0.913,-1.4237175,0,-143.358199
South Asia,VOC,Industry,2.535,-1.3784338,0,-144.7366328
South Asia,VOC,Industry,4.039,-0.0013427,0,-144.7379755
South Asia,VOC,Industry,5.655,-0.0397714,0,-144.7777469
South Asia,VOC,Industry,10.196,-0.8632813,0,-145.6410282
South Asia,VOC,Industry,29.299,-0.1015895,0,-145.7426177
South Asia,VOC,Industry,32.954,-0.2851045,0,-146.0277222
South Asia,VOC,Industry,,0,302.5583306,-146.0277222
South Asia,VOC,Power,,0,1.2127545,0
South Asia,VOC,Residential/Commercial,0,-3.1568279,0,-3.1568279
South Asia,VOC,Residential/Commercial,1.862,-8.9072721,0,-12.0641
South Asia,VOC,Residential/Commercial,1.873,-0.170848,0,-12.234948
South Asia,VOC,Residential/Commercial,6.444,-12.6185948,0,-24.8535428
South Asia,VOC,Residential/Commercial,10.501,-38.2928523,0,-63.1463951
South Asia,VOC,Residential/Commercial,11.32,-12.6247416,0,-75.7711367
South Asia,VOC,Residential/Commercial,16.456,-57.4953994,0,-133.2665361
South Asia,VOC,Residential/Commercial,23.354,-47.225439,0,-180.4919751
South Asia,VOC,Residential/Commercial,,0,230.717369,-180.4919751
South Asia,VOC,Transport,-6.318,-0.016449,0,-0.016449
South Asia,VOC,Transport,0.059,-3.7878359,0,-3.8042849
South Asia,VOC,Transport,0.61,-19.9262521,0,-23.730537
South Asia,VOC,Transport,1.423,-19.8128332,0,-43.5433702
South Asia,VOC,Transport,2.021,-29.4801873,0,-73.0235575
South Asia,VOC,Transport,2.607,-26.8821141,0,-99.9056716
South Asia,VOC,Transport,4.41,-25.5810355,0,-125.4867071
South Asia,VOC,Transport,4.664,-32.1144366,0,-157.6011437
South Asia,VOC,Transport,4.934,-6.3352987,0,-163.9364424
South Asia,VOC,Transport,5.324,-24.628878,0,-188.5653204
South Asia,VOC,Transport,65.836,-15.5848437,0,-204.1501641
South Asia,VOC,Transport,,0,350.9678045,-204.1501641
South Asia,VOC,Waste,-64.599,-7.7477865,0,-7.7477865
South Asia,VOC,Waste,0,-0.2375669,0,-7.9853534
South Asia,VOC,Waste,0.099,-0.3344187,0,-8.3197721
South Asia,VOC,Waste,7.153,-4.9994719,0,-13.319244
South Asia,VOC,Waste,7.671,-1.820246,0,-15.13949
South Asia,VOC,Waste,7.944,-1.1602543,0,-16.2997443
South Asia,VOC,Waste,8.288,-4.8521962,0,-21.1519405
South Asia,VOC,Waste,48.464,-5.6890969,0,-26.8410374
South Asia,VOC,Waste,,0,37.7169484,-26.8410374
South Korea,NH3,ALL,,0,352.2498404,0
South Korea,NH3,Agriculture,-0.262,-25.1960717,0,-25.1960717
South Korea,NH3,Agriculture,0.107,-0.0034262,0,-25.1994979
South Korea,NH3,Agriculture,0.12,-10.2061204,0,-35.4056183
South Korea,NH3,Agriculture,0.252,-17.7673853,0,-53.1730036
South Korea,NH3,Agriculture,0.303,-17.787464,0,-70.9604676
South Korea,NH3,Agriculture,0.43,-17.7874639,0,-88.7479315
South Korea,NH3,Agriculture,0.566,-17.7874637,0,-106.5353952
South Korea,NH3,Agriculture,0.631,-17.7874638,0,-124.322859
South Korea,NH3,Agriculture,0.918,-17.7874638,0,-142.1103228
South Korea,NH3,Agriculture,2.312,-17.7874639,0,-159.8977867
South Korea,NH3,Agriculture,5.117,-16.2936685,0,-176.1914552
South Korea,NH3,Agriculture,,0,314.077295,-176.1914552
South Korea,NH3,Industry,-3755.713,-0.1429601,0,-0.1429601
South Korea,NH3,Industry,9.099,-1.4765417,0,-1.6195018
South Korea,NH3,Industry,,0,2.0975363,-1.6195018
South Korea,NH3,Other,,0,32.182822,0
South Korea,NH3,Power,,0,1.8948328,0
South Korea,NH3,Residential/Commercial,,0,0.4311867,0
South Korea,NH3,Transport,-5.009,-0.0180363,0,-0.0180363
South Korea,NH3,Transport,0,-0.041124,0,-0.0591603
South Korea,NH3,Transport,21.952,-0.0172537,0,-0.076414
South Korea,NH3,Transport,,0,1.5661676,-0.076414
South Korea,NOX,ALL,,0,356.1940163,0
