GCAM_REG,Pollutant,AGG_SEC,MC (million Euros per kt),Delta EM (kt),GAINS_EM_2030(kt),GAINS_CUM_REDUCTIONS_2030(kt),REF2020,REF2030,REF2050,REF2100,Efficiency2030,Efficiency2050,Efficiency2100,Equity2030,Equity2050,Equity2100
Africa_Eastern,VOC,Residential/Commercial,NA,0,566.9023276,-304.5524165,2698.4038808840005,3149.0717515499996,3201.2535557300002,1083.999379752,3149.4303103670004,2869.13960942,1050.89458349912,3081.8468999799998,2889.9897074699998,1050.1440635908
Africa_Eastern,VOC,Transport,NA,0,286.0340603,-226.4389759,362.64636827000004,355.49659564,553.7455618719999,2472.816737239997,344.10787599999986,457.25280026300004,1134.908225044,355.21940689999997,535.129108867,1644.821716926
Africa_Northern,NH3,Agriculture,NA,0,833.6461437,-439.8201045,553.5602817129065,669.3410701624588,876.4040363714797,1044.9418993828403,681.2899297719947,900.0140269169939,1095.6973907243537,684.0035395552727,902.4597097354808,1101.398519129534
Africa_Northern,NH3,Industry,NA,0,20.5187019,-19.2813548,15.61261809822499,23.90046117697599,44.91236889043899,81.921858393832,22.99929411532299,41.272168810752,67.531564769226,23.778422440438,43.098974021915986,68.49010998250199
Africa_Northern,NH3,Power,NA,0,0.2044545,-0.039226,9.527971134842,31.63279816825,98.337716596676,500.5271209731,30.160829068895,24.276076056859,0.5856649783999989,25.47788310488399,19.099841697328,1.2185925073000001
Africa_Northern,NH3,Residential/Commercial,NA,0,0.8943542,0,272.9168439,301.3561922,340.7900855,346.03717732,302.69187320000003,339.7520415,343.55666999,301.6394462,340.1472818,343.75065741
Africa_Northern,NH3,Transport,NA,0,22.7208108,-14.034456,7.32416364028797,7.20785904764,8.73088701012999,13.96092303997098,6.81365004702699,7.41200633635599,7.59309515352399,7.16447969079598,8.22124585993898,8.17621162576598
Africa_Northern,NOX,Agriculture,NA,0,89.1963007,-9.1644646,82.90000329304597,87.21405817236199,94.40115493190689,100.42550224319197,88.45175374284788,94.96560015203896,102.27187475689696,89.40749584696397,96.98020728601595,103.02250662984295
Africa_Northern,NOX,Industry,NA,0,494.273291,-372.3014006,176.578017887,207.719206045,240.04092715555993,201.9412700732339,201.331736613,202.202852230959,82.196724528156,208.865351455,228.5923124742599,88.51827309562398
Africa_Northern,NOX,Power,NA,0,81.4339915,-53.4653189,1795.346335406814,4881.544688894171,9553.200189330828,23031.686834708118,4728.731686645339,2380.8421448839886,119.10036257821987,3934.091777843027,1739.6475183778061,106.83768862175
Africa_Northern,NOX,Residential/Commercial,NA,0,59.9363,-23.533172,142.85446000000002,132.643296,106.00233300000001,60.6998729,131.44288,97.07922500000001,44.96164214,133.35834999999997,102.7052678,46.28817775
Africa_Northern,NOX,Transport,NA,0,2861.023056,-1888.544217,1051.3277163097998,941.7852242478998,871.1993002508999,1439.804802705838,899.3283911578,739.010663837,680.51370957537,936.7868205789988,819.7767305406999,745.6658177942
Africa_Northern,PM,Agriculture,NA,0,72.4479243,-43.2966029,19.26910614248212,16.704709346772912,11.42397070400563,8.86199933168385,17.053658579964488,11.36833044834926,7.950023246476619,17.20009249745137,11.81048230808885,8.20119758094559
Africa_Northern,PM,Industry,NA,0,207.5934951,-160.6981544,47.52186502844,64.630150005399,84.10511374672,93.2751903743506,65.56635845092285,81.77667433721497,33.14865564150808,62.525317469174865,67.92548320317098,30.85993709887011
