GCAMRegion,Country,Country Code,total_cost_2030,total_cost_2050,total_cost_2100,Country Income Classification,2030PM,2050PM,2100PM
Middle East,Qatar,QAT,29.660973229296054,0,0,High,0.4769249999999978,-0.15038999999999803,-0.16098899999999894
Middle East,Saudi Arabia,SAU,139.50711984965517,0,0,High,0.3200066571428568,-0.03291797142857256,-0.09008248571428545
Middle East,United Arab Emirates,ARE,63.720819607004664,0,0,High,0.3674910000000011,-0.006798500000000374,-0.051173499999999095
Pakistan,Pakistan,PAK,311.55669212595257,788.6559894441581,1692.4729396240773,Lower_Middle,1.4211208235294173,2.556078176470585,2.850397470588238
South Africa,South Africa,ZAF,246.14610495516996,325.53433723530543,1.6919737412233438,Upper_Middle,0.30071727272727333,0.06965072727272714,0.003691454545454498
South America_Northern,Guyana,GUY,7.34776941173853,111.27971912393055,210.90306444361414,High,0.004785249999999852,0.007410250000000396,0.008884249999999927
South America_Northern,Suriname,SUR,1.807683282386683,27.376810111603582,51.885942853592795,Upper_Middle,0.007368499999999667,0.010557499999999997,0.01406649999999976
South America_Southern,Bolivia,BOL,2.031786670955262,0,0,Lower_Middle,0.024624235294117724,-0.009849058823529155,-0.039734588235293966
South America_Southern,Chile,CHL,13.942820180047187,0,0,High,0.08133120000000016,-0.02187260000000002,-0.04117829999999989
South America_Southern,Ecuador,ECU,5.401688612799738,0,0,Upper_Middle,0.33314200000000005,-0.14799799999999985,-0.23492640000000042
South America_Southern,Paraguay,PRY,1.9368936825253085,0,0,Upper_Middle,0.03355899999999945,-0.011280625000000377,-0.05769212499999998
South America_Southern,Peru,PER,11.357396570502015,5.109232463274328,0,Upper_Middle,0.04944847619047632,0.03173242857142844,-0.025533190476190626
South America_Southern,Uruguay,URY,3.239382655968317,0,0,High,0.12736525000000043,-0.06854449999999979,-0.10970900000000006
South Asia,Afghanistan,AFG,5.722458123093561,20.485942605427145,27.97014952394468,Low,0.5201595454545433,0.6798149090909131,0.7873166363636361
South Asia,Bangladesh,BGD,181.51303425135316,649.8021517717897,887.19683033882,Lower_Middle,4.333928,6.033379,2.494479499999997
South Asia,Bhutan,BTN,1.1436219698651953,4.094075226591375,5.589779218638537,Lower_Middle,0.894305000000001,1.1810029999999987,0.7321809999999997
South Asia,Maldives,MDV,2.43489426533788,8.7167268151243,11.901241601341544,Upper_Middle,0.48075899999999994,0.6555580000000001,0.20345999999999975
South Asia,Nepal,NPL,16.250522448625482,58.17557123699446,79.42907277835276,Lower_Middle,2.2593794999999943,3.7411125,2.3127984999999995
South Asia,Sri Lanka,LKA,29.257089680925162,104.738042133763,143.00238733220283,Lower_Middle,0.7791540000000001,1.3515670000000002,0.5355110000000005
Russia,Russia,RUS,0,0,0,High,-0.041309938356164366,-0.187764503424658,-0.21128635616438363
Southeast Asia,Brunei Darussalam,BRN,2.3194243305609006,3.222425478887957,0,High,0.09212299999999995,0.012377000000000304,-0.022685999999999984
Southeast Asia,Cambodia,KHM,4.102393033574225,5.699541761987626,0,Lower_Middle,0.15331549999999972,0.010480499999999893,-0.04385699999999915
Central America and Caribbean,Saint Lucia,LCA,0.19879655887724001,0,0,Upper_Middle,0.003731000000000151,-2.7099999999968816e-4,-0.005595000000000017
Central America and Caribbean,Saint Vincent and the Grenadines,VCT,0.08197938774216049,0,0,Upper_Middle,0.003731000000000151,-2.7099999999968816e-4,-0.005595000000000017
EU-12,Slovakia,SVK,0,0,0,High,-0.8463400000000014,-1.3311850000000005,-1.0312029999999996
South Korea,South Korea,KOR,0,0,0,High,-0.3546104999999997,-1.2257464999999996,-1.1356125000000006
Southeast Asia,Fiji,FJI,0.6924233695587114,0,0,Upper_Middle,0.005403000000000047,-8.199999999991547e-5,-1.980000000001425e-4
Southeast Asia,Malaysia,MYS,56.5898533630731,78.62148504737004,0,Upper_Middle,0.1836500000000001,0.027537750000000027,-0.04964024999999994
Southeast Asia,Myanmar,MMR,8.655751756246568,12.025619732769186,0.014271219292747403,Lower_Middle,0.7513320000000014,0.9303323636363636,0.2554569090909089
Southeast Asia,Timor Leste,TLS,0.44559337183014397,0,0,Lower_Middle,0.03366999999999987,-0.028393999999999586,-0.06242599999999987
Southeast Asia,Papua New Guinea,PNG,4.394211712644362,0,0,Lower_Middle,0.022971375000000016,-0.007358375000000139,-0.020316624999999977
Southeast Asia,Philippines,PHL,56.17272913680966,78.04196550156634,0,Lower_Middle,0.0976780000000006,0.014581333333333557,-0.025877166666667062
Europe_Non_EU,Turkey,TUR,52.203811785254494,0,0,Upper_Middle,0.3938113999999988,-0.4629068666666676,-0.7449367999999996
Southeast Asia,Samoa,WSM,0.11581387480191344,0,0,Lower_Middle,0.003186000000000133,-7.630000000000692e-4,-0.0013840000000000519
Southeast Asia,Singapore,SGP,69.24262155973072,0,0,High,0.18116099999999946,-0.061373000000000566,-0.08278999999999925
Southeast Asia,Solomon Islands,SLB,0.21778899639907268,0,0,Lower_Middle,0.01051000000000002,-0.0070989999999999664,-0.00994000000000006
Southeast Asia,Thailand,THA,68.96453874222176,95.81389823954679,0,Upper_Middle,0.31967512499999984,0.13138625000000026,-0.053122624999999424
Southeast Asia,Tonga,TON,0.0695589265963276,0,0,Upper_Middle,0.0016959999999999198,-3.60000000000138e-4,-4.3199999999998795e-4
Southeast Asia,Vanuatu,VUT,0.14213081124993493,0,0,Lower_Middle,0.012650999999999968,-0.004643000000000175,-0.00789300000000015
Southeast Asia,Viet Nam,VNM,57.006977589336536,0,0,Lower_Middle,0.7355468333333324,-0.09838500000000217,-0.3778176666666653
USA,United States,USA,468.6489119717291,0,0,High,0.006634810810810521,-0.18177754054054063,-0.3055941441441439
