Country Code,REF2020,REF2050,Efficiency2050,Equity2050,Country,Income,Pop2020,Pop2050
TZA,5.708430214285714,7.252787,5.4687592857142855,6.054640928571429,Tanzania,Lower_Middle,58.36208112738065,102.25393550971786
UKR,13.474671,12.396894923076925,7.654804923076923,7.555921923076923,Ukraine,Upper_Middle,42.93916775712572,38.882033118113114
UGA,10.25967875,14.97708875,8.63441975,10.03456625,Uganda,Low,45.46132046317522,93.25335106758595
USA,3.6011900765765765,3.418153792792793,2.914612954954955,2.7328354144144145,United States,High,335.75089485202045,402.3052266540372
URY,4.79484975,4.7792122500000005,3.89006075,3.82151625,Uruguay,High,3.426018950837622,3.332442110672023
UZB,13.151227,13.346119375,10.801027375,11.19999925,Uzbekistan,Lower_Middle,30.163439421637054,33.47524693306885
VCT,4.019573,4.007426,3.922716,3.922445,Saint Vincent and the Grenadines,Upper_Middle,0.1100161182787423,0.1041962674758511
VNM,18.309712833333332,16.903796833333335,12.619438166666669,12.521053166666666,Viet Nam,Lower_Middle,96.40842798250785,104.37586044752403
VUT,2.804423,2.740933,2.684343,2.6797,Vanuatu,Lower_Middle,0.2937773737002364,0.43259052804778886
WSM,1.12253,1.102697,1.091309,1.090546,Samoa,Lower_Middle,0.18664992998858304,0.17102360288723947
ZAF,5.453999681818182,5.321753590909091,3.5133654545454545,3.5830161818181816,South Africa,Upper_Middle,54.79699581404258,63.044910086328464
ZMB,9.866951384615383,11.478268615384616,10.08545646153846,10.578041692307693,Zambia,Lower_Middle,16.96830903893932,30.104185266538305
ZWE,5.533222,5.582571875,4.722568,4.943075125,Zimbabwe,Lower_Middle,13.075044926052245,13.123511604979136
