ISO_A3,year,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus
BIH,2070,0.000113929,5.54E-05,0.000126005,0.002284269,0.003194167,0.002210156,0.001639247,0.002343125,0.006015964,0.012461109,0.025872091,0.058468167,0.130957489,0.231662206,0.671536174,1.300773668,2.211137744,3.314467082,3.952894228,4.151844191
BLR,2070,0,0,0,0.000153778,0.000385738,0.000739106,0.000623238,0.001127702,0.002296151,0.003566962,0.007603377,0.014783087,0.032701363,0.055718776,0.148583417,0.232294278,0.307746709,0.434412703,0.638155347,1.038423098
BLZ,2070,0.000642576,0.000241584,0.00023994,0.007813001,0.011205577,0.020493992,0.014581631,0.017008447,0.030043547,0.043487511,0.088779733,0.18683635,0.333161575,0.50697503,1.050285677,1.706166559,2.843525815,3.523961382,4.3048031,6.55922577
BOL,2070,0.000925999,0.000264427,0.00024315,0.005141538,0.006416126,0.006224879,0.004048141,0.006085549,0.010414054,0.018036985,0.033799498,0.06046719,0.16221506,0.319597582,0.998361618,1.873018832,3.679384103,6.03330317,9.090958341,13.35700571
BRA,2070,0.000199014,0.000108393,0.000121261,0.004943158,0.00618564,0.007973914,0.005020676,0.008353563,0.015465099,0.025830581,0.053992594,0.106181246,0.195490239,0.353943437,0.869263426,1.482364689,2.417115414,3.829405419,5.297827064,7.080046379
BRB,2070,0.000358653,0.000190633,0.000415095,0.006275979,0.008878207,0.011986691,0.012647974,0.019158707,0.032345325,0.050299416,0.093152516,0.199414234,0.34643003,0.606622406,1.332949079,2.118900371,3.948358585,7.195455464,11.66592022,14.19357738
BRN,2070,9.44E-05,0.000119915,0.000173763,0.002629217,0.00375191,0.004782841,0.003041853,0.004713458,0.008295046,0.013595178,0.030686229,0.065306847,0.165195219,0.404207241,1.22971773,2.251842368,4.08470362,7.23546952,10.75540574,15.53994614
BTN,2070,0.000252722,0.000132058,9.64E-05,0.005366185,0.008286485,0.010316605,0.014327557,0.029676425,0.061221902,0.081854809,0.18628211,0.369282145,0.814027292,1.518874396,4.471698391,7.546659726,12.34584879,18.79526286,25.94862147,33.20266973
BWA,2070,0.000263846,0.000115681,0.00010235,0.003240665,0.003526754,0.004938831,0.003028369,0.005375739,0.011818515,0.02227137,0.051107638,0.11573312,0.213829078,0.4814941,1.688705528,2.514871995,3.551135342,4.946667537,6.527095458,7.808665655
CAF,2070,0.001462966,0.000225296,0.000158024,0.002740384,0.005222312,0.007196064,0.022544135,0.034179945,0.080748335,0.241773528,0.490606433,0.937792386,1.752769333,3.050722525,4.983592421,6.775118062,9.502817319,12.22332801,16.7281804,21.81259614
CAN,2070,8.01E-05,5.51E-05,7.02E-05,0.001054279,0.00114909,0.001397159,0.000579293,0.00095011,0.002478887,0.006355838,0.017588126,0.043543129,0.090089241,0.192385818,0.542572456,1.001728515,1.727994846,2.726867496,4.093665875,7.467294571
CHE,2070,3.16E-05,1.27E-05,4.45E-05,0.00037348,0.000519265,0.00056183,0.00028102,0.00054649,0.001188135,0.00318916,0.008006011,0.020932501,0.050194956,0.099456861,0.250275876,0.438958016,0.805518067,1.520661109,2.8568043,4.540486881
CHL,2070,0.000491089,0.000154436,0.000128758,0.00218555,0.001621294,0.002381486,0.001029036,0.002014206,0.00341846,0.005111384,0.013052108,0.028983367,0.067225583,0.147500383,0.443721927,0.829298282,1.672697324,3.161638541,5.160086882,10.93544458
CHN,2070,4.46E-05,6.11E-05,6.62E-05,0.001368757,0.00144599,0.003767909,0.005282387,0.00650293,0.014033767,0.015350656,0.037548483,0.051093767,0.17762315,0.428780318,1.276968818,2.54381346,5.136254209,7.931709493,12.70070681,18.30474087
CIV,2070,0.000104737,3.52E-05,4.05E-05,0.013844167,0.011398989,0.01936632,0.022531153,0.023140901,0.038918957,0.079908914,0.160398877,0.237816638,0.557096588,1.057948611,2.789183688,3.860664171,4.795847093,8.185955288,11.89469802,15.06784716
CMR,2070,0.000202101,4.83E-05,6.07E-05,0.013969752,0.012423825,0.021139085,0.032641231,0.038834822,0.060695744,0.10033524,0.206412048,0.310892472,0.586796203,1.175189521,2.726847037,4.001169152,4.694947503,8.235756566,12.32311322,16.20423179
COD,2070,0.000974072,8.58E-05,6.34E-05,0.002029156,0.004100224,0.005315115,0.007925672,0.011211018,0.025080307,0.074124628,0.160543997,0.336019299,0.664866123,1.20923376,2.663489207,3.94262118,6.191669899,8.826319447,14.07025043,17.88085849
COG,2070,0.001161082,0.000199175,0.000156421,0.004481295,0.008855919,0.010905883,0.012609729,0.019734714,0.041996126,0.069590522,0.155577999,0.321799276,0.616784739,1.13500803,3.065046749,4.688388759,6.62719097,10.61865493,15.67764878,21.41189057
COL,2070,0.000247287,0.000116927,8.95E-05,0.002274127,0.002930192,0.003472565,0.003368125,0.004483373,0.00766337,0.010517726,0.026537822,0.057504851,0.128391485,0.256228439,0.725589254,1.400129971,2.648359376,4.740207079,6.874231415,10.6372698
COM,2070,0.000231557,9.90E-05,6.79E-05,0.002573336,0.00557759,0.005460007,0.006215791,0.009761521,0.018840848,0.042775446,0.080995331,0.188446228,0.394320162,0.662678482,1.759797402,2.500105122,3.962805663,4.928093442,7.888325288,8.945790885
CPV,2070,1.40E-05,5.45E-06,1.73E-05,0.003026129,0.002386503,0.007235389,0.004846566,0.007521603,0.011065961,0.015878315,0.022982623,0.035472517,0.056609542,0.118860299,0.313333939,0.481840758,0.739836832,1.508020564,2.615214935,3.578228902
CRI,2070,0.000426009,0.000169205,0.000102077,0.001753485,0.00362906,0.003784239,0.002275277,0.004595845,0.006883775,0.008570605,0.0174851,0.038883576,0.103516214,0.197918337,0.674394629,1.478384574,2.929569347,5.448468374,7.783428529,11.21088679
CUB,2070,0.000202496,0.000122274,9.75E-05,0.001577084,0.002536985,0.00269404,0.002033486,0.004635484,0.011091835,0.017854508,0.052586959,0.131487508,0.271403959,0.453208282,1.145955734,1.762676368,2.494635487,3.481444282,4.131654372,5.663666068
CYP,2070,2.32E-05,3.18E-05,7.91E-05,0.00167374,0.001614276,0.001816392,0.00072764,0.001801465,0.003418538,0.005617117,0.012260526,0.030001563,0.078277636,0.177163576,0.564765518,1.255472258,2.611087274,4.910184837,8.731196524,13.82003645
CZE,2070,0.000132587,9.88E-05,0.000145374,0.001703695,0.003785687,0.00380667,0.001357141,0.002578865,0.005978823,0.015579317,0.03231155,0.088167612,0.182949674,0.318596008,0.743494403,1.06864124,1.779709674,2.548610793,3.299644018,4.470575419
DEU,2070,0.000168239,6.71E-05,0.000134421,0.00099643,0.001501808,0.001653624,0.000898225,0.001696785,0.004091149,0.00934761,0.026028853,0.06467706,0.129092473,0.2249852,0.487367992,0.747277593,1.353516222,2.401343528,3.449791192,5.664911765
DJI,2070,0.000269403,7.90E-05,5.39E-05,0.002092115,0.004543666,0.004236816,0.005369536,0.008632281,0.018042967,0.035979573,0.070124837,0.161163413,0.355078368,0.554907272,1.399566148,2.003710222,3.01121124,3.586500498,5.496868714,5.994005527
DMA,2070,0.000379304,8.55E-05,6.44E-05,0.001511315,0.002696975,0.003576266,0.002387566,0.00332559,0.006585251,0.010209133,0.021812233,0.042949028,0.108028048,0.158087363,0.442642681,0.631830448,1.096249409,1.900723591,2.996532918,4.337557728
DNK,2070,0.000129949,0.000108348,0.00016823,0.000801729,0.000820844,0.000761108,0.000651085,0.001400892,0.004070336,0.010482986,0.032232145,0.089074042,0.164037067,0.269621581,0.712624924,1.417394756,2.73993336,4.061320706,5.000067922,5.945302325
DZA,2070,0.00072478,0.000657268,0.000527482,0.006090023,0.007959117,0.009650281,0.008473417,0.01166878,0.01769285,0.021228191,0.04617614,0.076063156,0.139411539,0.253138757,0.606112218,1.083344518,2.062058375,3.59954035,5.82143296,8.584517483
ECU,2070,0.000306496,0.000145042,0.000173373,0.002759772,0.004287641,0.005617409,0.002685605,0.003838108,0.004936592,0.006399601,0.010611846,0.017753844,0.041528563,0.077783412,0.263097245,0.555468396,1.266669061,2.641364075,6.109037738,12.48546587
EGY,2070,0.00141319,0.000647652,0.00052814,0.011667223,0.015157004,0.019483504,0.041816222,0.063243182,0.103387905,0.068843342,0.141985903,0.221890046,0.388813103,0.653884118,1.554625373,2.278371713,3.294724793,4.344609708,5.460550359,7.334845071
ERI,2070,0.004104282,0.000628784,0.000366835,0.010880193,0.027706341,0.029962359,0.066023771,0.098845997,0.218343018,0.523658444,0.894616837,1.963438035,3.423434525,7.332575057,10.69224631,15.38951329,23.75805705,29.52219109,49.87559106,NA
ESP,2070,8.03E-05,5.95E-05,8.06E-05,0.001241433,0.001451464,0.001966266,0.001330476,0.002150579,0.004382479,0.008933435,0.021490111,0.046720248,0.096725785,0.188137291,0.509073392,1.093738785,2.272318447,4.887872554,9.234675687,17.58976813
EST,2070,5.65E-05,2.14E-05,8.00E-05,0.001019754,0.001117695,0.001745043,0.000693632,0.000814059,0.002302058,0.005584159,0.0131366,0.031330829,0.069806925,0.143583506,0.304765109,0.497633272,0.800263428,1.227297186,1.60149462,2.178196544
ETH,2070,0.000148754,5.57E-05,3.13E-05,0.001095683,0.002252171,0.002525954,0.00823272,0.014992211,0.026486297,0.058879077,0.111301433,0.267539123,0.518155552,0.919346331,1.992128187,2.840809884,4.462413335,5.578659957,9.15373877,10.23293199
FIN,2070,4.07E-05,2.23E-05,4.22E-05,0.000407381,0.000601488,0.000714284,0.000381234,0.000669895,0.001445255,0.003147386,0.010142807,0.026066284,0.064837271,0.126199556,0.289370316,0.497104081,0.784152518,1.201146184,1.601614557,2.082743233
FJI,2070,0.001124354,0.000496487,0.000698235,0.024308318,0.049797189,0.052014217,0.04807141,0.048487917,0.081394378,0.105135759,0.188318024,0.293262561,0.673885766,1.179640243,2.748578522,4.472025918,5.724328129,8.790830711,15.36355119,19.42381624
FRA,2070,5.78E-05,3.39E-05,6.43E-05,0.000584201,0.000844291,0.001039564,0.000662417,0.001166595,0.003178737,0.006096983,0.014604357,0.033210959,0.06470979,0.110202996,0.251076488,0.4397393,0.889499475,1.910849032,3.934489167,8.771257277
FSM,2070,0.000395361,0.000592114,0.000578863,0.01473563,0.027916929,0.045150924,0.045784842,0.051869701,0.08653851,0.120784785,0.185121637,0.269964995,0.450424679,0.824005662,1.65911409,2.677579926,4.154267875,5.548886536,9.737826867,17.41223254
GAB,2070,0.000497198,0.000156431,0.000139715,0.003225796,0.006161527,0.007367375,0.008570141,0.013536525,0.026451742,0.047516571,0.094118327,0.189715035,0.331543707,0.578313306,1.483213432,2.202892073,3.496732762,5.13974392,8.268967909,10.56540807
GBR,2070,0.000203361,0.000113972,0.000125264,0.001019054,0.001346894,0.001631303,0.000826062,0.001999834,0.006238095,0.015199178,0.037436565,0.093193593,0.224738552,0.430037171,1.161901387,1.976071732,3.372774486,5.591673178,8.025653566,12.38219012
GEO,2070,0.000343988,0.000350396,0.000614161,0.012300338,0.02100489,0.02330366,0.015738376,0.025988474,0.049074266,0.050591944,0.102503972,0.202042442,0.348430365,0.590416889,1.699119608,2.562935242,4.053604017,6.098182645,7.766790853,10.78266246
GHA,2070,8.92E-05,1.91E-05,3.49E-05,0.012649916,0.012284709,0.021271329,0.033479984,0.042416956,0.066526013,0.080035497,0.161690059,0.222960644,0.434794754,0.810452449,1.849411142,2.936476781,3.679211526,5.623429545,8.416877385,11.38252066
GIN,2070,5.81E-05,1.92E-05,1.59E-05,0.006065832,0.005292558,0.008636724,0.019118309,0.019652057,0.03561724,0.068478802,0.141111593,0.206057624,0.437223633,0.861052241,2.065021889,2.816768073,3.357509924,5.468788941,8.262802112,10.83190779
GMB,2070,0.000113389,2.12E-05,3.23E-05,0.006254885,0.005685714,0.009504897,0.011922198,0.013028114,0.023310813,0.056417342,0.120848807,0.186784818,0.383696448,0.791953188,1.620984979,2.290527451,2.890947169,4.630528504,6.856996106,8.797924972
GNB,2070,6.69E-05,2.19E-05,2.41E-05,0.006117726,0.005349287,0.009704081,0.019177388,0.019705804,0.037133373,0.090665774,0.173769874,0.246027876,0.481578125,0.940477486,1.857801255,2.433416803,2.751538196,4.674171286,6.963716996,9.878668582
GNQ,2070,0.000881515,0.000164767,0.000133896,0.002317384,0.004563269,0.00681747,0.00519229,0.007177065,0.011877879,0.024982376,0.0529266,0.109651955,0.229677599,0.431977944,1.113665016,1.704643239,2.725492642,4.147662545,6.934241625,9.07863479
GRC,2070,0.000156296,8.27E-05,0.00013056,0.003007377,0.004917427,0.005089733,0.003138728,0.00491978,0.01050284,0.018919501,0.040707662,0.072669504,0.149609259,0.293600184,0.816157697,1.657956513,3.637432107,7.381555265,14.14843364,23.36287146
GRD,2070,0.004119781,0.001900357,0.002045698,0.019412482,0.02381183,0.051534779,0.028244243,0.050894692,0.088013728,0.1389593,0.340322327,0.663205921,1.108475164,1.708320707,3.095602726,4.488380675,6.798237107,11.10336534,19.31545263,31.42629104
GTM,2070,0.000223246,7.92E-05,7.92E-05,0.002854222,0.004713353,0.006052481,0.006278698,0.008003961,0.0108325,0.011628315,0.020486753,0.03304391,0.071547293,0.14057948,0.404684791,0.718144028,1.556862345,2.996506444,6.008114382,10.48699617
GUY,2070,0.000826286,0.000339169,0.00030028,0.01092804,0.017821011,0.026940728,0.015577801,0.022663794,0.046490505,0.060985283,0.126297455,0.233407831,0.443988036,0.744032731,1.889451684,2.508110709,4.047506929,4.887868865,6.542950776,10.56072029
HND,2070,0.000901114,0.0005,0.000292725,0.003772901,0.006121721,0.007099418,0.008990023,0.012785102,0.022913236,0.024196801,0.049518843,0.09779298,0.225516165,0.417157285,1.130278523,1.525312869,2.398642948,4.130607988,5.6554079,7.680632916
HRV,2070,0.000716871,0.000314866,0.000317822,0.00415185,0.006581792,0.007482112,0.00444197,0.007952468,0.015660875,0.036719506,0.08245262,0.205632564,0.415382565,0.806506617,1.896551158,3.753160449,7.193323243,11.42436269,17.40939268,19.38884088
HTI,2070,0.000836414,0.000105905,5.77E-05,0.00182468,0.002611974,0.004089896,0.00495525,0.008635257,0.018986578,0.041224549,0.09213644,0.192529056,0.432431779,0.768199556,1.76384222,2.823437211,4.305266939,6.085934447,8.742858692,13.08506263
HUN,2070,0.000371632,0.000107349,0.000327993,0.002721231,0.003584577,0.005959931,0.003684787,0.009206335,0.021505298,0.049673145,0.123664825,0.237110109,0.324523485,0.450903705,0.969788542,1.530525881,2.361489984,3.193542417,4.149781381,5.830315567
IDN,2070,0.000138618,7.08E-05,0.00012217,0.006070155,0.013363866,0.013117384,0.01179034,0.018606066,0.031232383,0.034971905,0.071439924,0.13411372,0.299365925,0.564271135,1.562969812,2.364745139,3.82036906,6.007687067,8.36387551,11.12325237
IND,2070,0.000201207,0.000104379,5.89E-05,0.00234098,0.005252402,0.008719768,0.014451385,0.031280423,0.072272886,0.111955477,0.303297197,0.680171383,1.28370259,2.354394462,6.527503355,9.847289807,18.30091526,27.53318351,36.74318426,49.5630898
IRL,2070,3.47E-05,5.89E-05,7.89E-05,0.000604678,0.00089796,0.001356259,0.000930951,0.001292651,0.003064979,0.006004916,0.020104745,0.055798001,0.134007974,0.301775797,0.862295057,1.81056791,3.31842836,6.126814385,9.487881818,15.01130216
IRN,2070,0.000373184,0.00044589,0.000412248,0.005724712,0.006391357,0.007339911,0.009130864,0.01083698,0.01736328,0.018314963,0.038866245,0.069591648,0.114722863,0.189278232,0.456161871,0.87374799,1.614610417,2.813033299,4.20694029,5.820627225
IRQ,2070,0.000142843,0.000385444,0.00028165,0.002808279,0.004131544,0.005121174,0.004615163,0.00883216,0.010730872,0.019328299,0.03872813,0.056206042,0.169405509,0.276920023,0.615778689,0.889282329,1.407052575,2.446364077,3.689979354,5.77628318
ISL,2070,0.000375993,0.000218501,0.000390487,0.002675149,0.003369477,0.00361596,0.002571631,0.002922759,0.007018202,0.012740365,0.028811978,0.060971136,0.107051937,0.285089341,0.856878221,1.560956486,3.311434288,5.605572407,8.136915442,13.65694703
ISR,2070,9.82E-05,0.000138805,0.000149042,0.001422538,0.00145832,0.001616327,0.000798198,0.001437325,0.004377266,0.007501521,0.021515115,0.041457307,0.075095997,0.151116147,0.396727999,0.804471185,1.307054048,2.399179515,3.651345938,7.368946399
ITA,2070,0.000213212,0.000127211,0.000208917,0.001630831,0.001906014,0.002453312,0.001269244,0.002088647,0.003852257,0.006661261,0.014611917,0.031834453,0.066651961,0.143409059,0.406046809,0.893384274,2.015968699,4.351562289,7.784567539,13.20680821
JAM,2070,0.000625091,0.000156702,9.03E-05,0.002643334,0.00682902,0.008103183,0.003664246,0.008039518,0.013633105,0.017339463,0.038947803,0.085372314,0.144083012,0.248044389,0.620633024,0.975170952,1.316773305,1.684005971,1.996056728,2.821132033
JOR,2070,6.81E-05,5.26E-05,5.85E-05,0.002705508,0.004246186,0.004408337,0.003144334,0.003335222,0.006874463,0.011480366,0.027800793,0.055209567,0.136824793,0.256233739,0.648677436,1.125931689,2.110187004,4.044678477,6.466562446,8.539451597
JPN,2070,4.39E-05,4.02E-05,5.87E-05,0.000712804,0.001246862,0.001656168,0.000816678,0.001054206,0.001575549,0.002875354,0.005586734,0.01183208,0.031286379,0.06331969,0.178964708,0.363309526,0.819631941,1.635426421,2.51108521,4.792324332
KAZ,2070,0.000216406,0.000144771,0.000313289,0.00488399,0.010361672,0.016491599,0.012117429,0.020423664,0.030577176,0.036415245,0.068942979,0.148685426,0.281649716,0.60524216,1.382983663,1.854515638,2.445136479,3.28957749,3.659322333,5.453645061
KEN,2070,0.000258416,8.18E-05,5.77E-05,0.00215916,0.004752066,0.004881574,0.005208389,0.008683642,0.017109738,0.035506769,0.067572709,0.153754005,0.284273478,0.454845275,1.209085729,1.801309584,3.062536354,3.892478076,5.892885556,6.524920526
KGZ,2070,6.63E-05,3.85E-05,9.97E-05,0.002527861,0.00641747,0.011981101,0.008866219,0.015318415,0.024623895,0.032912483,0.059891905,0.122657085,0.234243371,0.478430844,1.056701274,2.009903737,3.323091625,4.44665722,5.45469783,8.785968256
KHM,2070,4.18E-05,1.48E-05,2.48E-05,0.00123071,0.002842463,0.003475649,0.004612299,0.008130162,0.015340474,0.026267218,0.059334871,0.118451111,0.259787111,0.475914229,1.123064709,1.761220435,2.907443008,4.726295833,6.66135867,8.557451543
KOR,2070,6.45E-05,1.88E-05,2.24E-05,0.000346386,0.000359365,0.000527647,0.000405782,0.000633932,0.001104727,0.00198982,0.004641487,0.009758672,0.022331613,0.05111333,0.191213727,0.484187438,1.079881517,2.314020021,4.083375556,6.287540448
KWT,2070,0.000106331,0.000143768,4.46E-05,0.001944636,0.001993684,0.002868171,0.001951499,0.00218146,0.003435577,0.005404358,0.010313104,0.021857633,0.039244062,0.07177216,0.191235829,0.310040233,0.590023701,0.80757527,0.866579375,1.631169732
LAO,2070,0.00084293,0.00036842,0.000422056,0.013150802,0.027856571,0.034751404,0.032478832,0.061828153,0.101205766,0.136699146,0.27390597,0.486187743,1.029497089,1.784860643,4.828563631,7.135116709,10.8805955,17.15374506,24.45041444,33.42006066
LBN,2070,3.61E-05,3.86E-05,3.71E-05,0.000727306,0.000986944,0.001108539,0.000726849,0.00105291,0.001742048,0.002505983,0.005235214,0.009456784,0.018168272,0.033418498,0.084567789,0.155740836,0.28612842,0.501623731,0.834246197,1.328714602
LBR,2070,0.000421258,5.53E-05,4.59E-05,0.007152058,0.007420597,0.012734108,0.033990918,0.038122003,0.060536763,0.173324138,0.381750784,0.585405936,1.221686835,2.307144507,5.133730162,7.13643342,8.852808838,15.33131909,22.69837071,27.86856244
LBY,2070,0.000685072,0.000419047,0.000444175,0.007702137,0.012609741,0.014008206,0.024069016,0.027774545,0.048202596,0.048255817,0.090830853,0.137904868,0.285927557,0.453389433,1.029197258,1.566816859,2.666892263,4.14381342,6.361352489,10.48060411
LCA,2070,0.000344343,0.000161628,0.0002162,0.006870381,0.012073049,0.01737549,0.009938834,0.011707973,0.029536053,0.0370333,0.078991441,0.142051416,0.265667959,0.36913172,0.979863086,1.53920637,2.359305394,3.281429796,5.67843022,9.586058178
LKA,2070,5.10E-05,3.53E-05,4.51E-05,0.001307708,0.002583821,0.002417366,0.004176488,0.006845157,0.012720576,0.012150978,0.024750363,0.04953458,0.109545226,0.197288068,0.611767156,0.924942248,1.60617491,2.712986338,4.308910357,6.013326303
LSO,2070,0.001687541,0.000971761,0.000753573,0.034666513,0.043627054,0.0729918,0.185220272,0.309507581,0.607287267,0.599428594,1.230176283,2.2320969,3.191174247,5.454711242,15.0436161,18.22884228,24.76876262,33.6926385,46.87264183,69.07565197
LTU,2070,4.77E-05,3.23E-05,0.000141576,0.001611717,0.002195308,0.00433759,0.003720602,0.005542606,0.012132133,0.018347479,0.036096272,0.07976159,0.193381592,0.315026168,0.676835747,1.028439133,1.541897019,2.383952802,3.151521849,4.604470476
LUX,2070,0.000101302,6.53E-05,0.000136332,0.001186368,0.001335952,0.001447684,0.000728592,0.001597212,0.00284297,0.006007683,0.015794306,0.032667511,0.073278841,0.159444648,0.384738612,0.714349041,1.372347014,2.407367855,4.101684309,7.321322756
LVA,2070,8.44E-05,0.000113441,0.000160257,0.00318155,0.003956392,0.005677347,0.004517536,0.007675967,0.012977284,0.019888114,0.048675681,0.106646129,0.198845782,0.338305147,0.757562949,1.081830438,1.612531905,2.76782741,4.122852638,6.015488774
MAR,2070,8.55E-05,0.000177755,0.00011543,0.002448222,0.00380602,0.004357027,0.006976124,0.008974271,0.014467138,0.01581695,0.035264077,0.061391414,0.124535442,0.225480025,0.539969565,0.843401649,1.533113671,2.462384278,3.747754237,5.630167444
MDA,2070,0,0,4.09E-05,0.000456592,0.000895478,0.001393891,0.001223858,0.002574811,0.005391879,0.007207312,0.014720699,0.027781796,0.060609854,0.098843526,0.236032668,0.367000968,0.61732134,0.755596087,0.733143335,0.7241253
MDG,2070,0.004225205,0.000746459,0.000496139,0.027299603,0.062100035,0.070466903,0.081225472,0.103850934,0.147336396,0.302524065,0.595268043,1.320270916,2.430073335,4.008944502,9.280894524,13.08819081,20.86853757,25.77164516,42.3611864,53.47207443
MDV,2070,0.000223325,0.000131512,0.000113278,0.00102914,0.001827031,0.002218643,0.002212571,0.003313479,0.003816179,0.007459999,0.01793503,0.034811492,0.091465988,0.179449891,0.465074117,0.7516738,1.205398806,2.033226833,3.733482316,5.660540508
MEX,2070,0.000621138,0.000240198,0.00022263,0.003193342,0.004977374,0.006799904,0.004655538,0.007287844,0.012280106,0.014853356,0.031617669,0.063920193,0.137955793,0.285030024,0.819699797,1.653423574,3.243923372,5.969361036,9.989136934,15.39367746
MKD,2070,0.001061053,0.000699619,0.000636185,0.00994247,0.008253134,0.00927266,0.005306356,0.010989521,0.017387691,0.038630766,0.074322077,0.155767605,0.304347113,0.512194189,1.399791812,2.391237804,3.739506012,5.302103916,6.015362741,4.392991263
MLI,2070,1.88E-05,6.86E-06,3.71E-05,0.010299671,0.011938127,0.026904192,0.057473304,0.051596744,0.082461454,0.261537651,0.525597954,0.801263501,1.695514754,3.188095215,5.87833283,7.781331595,8.572220988,13.95639641,20.33220893,26.80165118
MLT,2070,8.85E-05,0.000105563,0.000227407,0.00092035,0.001789342,0.001600489,0.001829833,0.002058259,0.004300853,0.005673735,0.014117233,0.029084095,0.065643734,0.152867314,0.467556463,0.980835485,1.860740066,3.487935328,5.091078013,7.57975786
MMR,2070,0.00043758,0.000127091,0.000173205,0.005030833,0.011252147,0.013457688,0.010466031,0.016747848,0.028420966,0.05042258,0.125533968,0.280384364,0.572785772,1.042669744,2.561840521,3.980966203,6.475490191,10.31102926,14.44043882,19.91085911
MNE,2070,4.23E-05,2.54E-05,8.00E-05,0.000548111,0.001058594,0.000887784,0.000500622,0.001065632,0.002200727,0.004911854,0.013055549,0.033505098,0.078236572,0.168808588,0.451246694,0.825167815,1.461105735,2.470665923,3.282641407,4.424908618
MNG,2070,0.000102682,0.000226538,0.000518784,0.005856288,0.013123398,0.01271205,0.010171654,0.018147594,0.025827899,0.021862391,0.043374588,0.081082864,0.168688528,0.345378426,0.715954432,0.959364324,1.44264974,2.96001759,5.280981813,8.46939391
MOZ,2070,0.000280063,5.09E-05,3.28E-05,0.001624893,0.003304227,0.002817403,0.007030837,0.010163843,0.02982318,0.097560971,0.170552386,0.348125911,0.736030754,1.123445264,1.996443826,2.695962788,4.53960425,5.334538792,7.435821993,8.328567058
MRT,2070,4.93E-05,1.49E-05,2.36E-05,0.00371388,0.003099833,0.005228259,0.005708211,0.006337321,0.010167551,0.023961849,0.054570973,0.085312965,0.189834209,0.393364404,0.903430038,1.370663983,1.817956499,3.283755285,4.952007288,6.532166744
MUS,2070,0.000366329,0.00015304,0.000225935,0.008334418,0.015822537,0.017920382,0.008965556,0.018793529,0.028158717,0.037041069,0.051336398,0.078803303,0.212501041,0.396824963,1.131726672,1.745994146,3.29842261,6.218741508,10.66931789,15.4550404
MWI,2070,0.000763116,0.000130743,8.76E-05,0.003084872,0.00654354,0.007195086,0.012899126,0.019148249,0.038486932,0.098154146,0.172234374,0.386541561,0.719942528,1.201104974,2.507702604,3.598167979,5.394564559,6.34168605,9.507685781,10.18655409
MYS,2070,0.000194807,6.32E-05,0.000114987,0.00415,0.0059296,0.008427294,0.004245955,0.007799694,0.012473633,0.018055061,0.036477769,0.065710583,0.17253226,0.340322985,1.134734145,1.777319543,2.780549042,3.904393983,5.764561477,8.919810277
NAM,2070,0.000590608,0.000231436,0.000211494,0.008174088,0.008775549,0.01216264,0.007515818,0.013023808,0.028229103,0.055897534,0.129566188,0.280478284,0.550277992,1.144281859,3.803579687,5.097238288,6.927086022,9.318757616,12.62639067,17.02118364
NER,2070,0.000149682,2.64E-05,2.47E-05,0.003801573,0.003130839,0.006093431,0.03923923,0.041462462,0.067230472,0.216977217,0.445210842,0.678709376,1.333663931,2.840058912,4.307520479,6.259969908,8.015611179,14.47024757,23.02300829,29.95052613
NGA,2070,0.000445204,6.75E-05,6.97E-05,0.01126992,0.009275766,0.014936698,0.016242252,0.018397559,0.027267803,0.048274328,0.100786891,0.160864767,0.337827593,0.705092111,1.883748549,3.037499875,4.374441694,8.289466183,13.53136941,16.97525967
NIC,2070,2.28E-05,2.22E-05,1.30E-05,0.000551444,0.001017466,0.001155792,0.001023849,0.001412343,0.002920222,0.004160527,0.009108309,0.016621025,0.040363574,0.075762294,0.265169545,0.504792794,0.892128708,1.509977483,2.140334672,2.984406113
NLD,2070,5.43E-05,8.43E-05,0.000100766,0.000543916,0.000739322,0.001087696,0.000601115,0.001130406,0.003027829,0.00810898,0.020670096,0.050262931,0.095722213,0.176449095,0.474347847,0.898459575,1.703430034,3.050840554,5.083721955,7.837688728
NOR,2070,0.000263683,5.34E-05,8.23E-05,0.000662922,0.00093959,0.00122423,0.000567443,0.000826488,0.003461073,0.007018289,0.01879581,0.04360024,0.110567696,0.238443208,0.597192474,1.098961092,1.68927231,3.020783627,3.911892198,6.132077774
NPL,2070,0.000264069,0.00012932,9.98E-05,0.004577846,0.007244862,0.009726898,0.012493853,0.026724942,0.063486553,0.170228395,0.428995972,0.87037624,1.942473509,3.436238821,8.882127392,14.23591921,21.90583433,32.69736169,46.24520042,63.84828199
NZL,2070,0.000223083,9.58E-05,8.05E-05,0.000812629,0.00110821,0.001298729,0.000687872,0.001498531,0.003579531,0.011559954,0.030267378,0.065187419,0.139809758,0.284193781,0.787096797,1.392765955,2.254726887,3.771663505,5.626268262,8.195059104
OMN,2070,8.49E-06,1.07E-05,2.01E-05,0.00025461,0.000315429,0.000207901,9.02E-05,0.000163441,0.000318984,0.000586965,0.001894539,0.005057624,0.017561785,0.0436311,0.105862977,0.223297806,0.447477924,0.81806652,1.16180501,1.358954002
