ISO_A3,year,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus
PAK,2070,0.000462875,0.000201746,0.00013266,0.005352454,0.007804524,0.012035818,0.011058814,0.02602739,0.045226315,0.08849445,0.225514852,0.37319114,1.12097012,1.637656718,4.173597176,5.522318424,10.21509323,16.39602496,24.6863829,39.55190088
PAN,2070,0.00077902,0.000221115,0.000212457,0.00404424,0.004807706,0.006304911,0.006484772,0.007370936,0.012211193,0.010738565,0.02347395,0.05049403,0.097001884,0.18711785,0.560627698,1.000236684,1.940231321,3.685934809,6.30975359,9.689064259
PER,2070,0.00012722,8.83E-05,0.000123853,0.002459961,0.002527065,0.003076851,0.00155447,0.001796774,0.002893747,0.003082959,0.005429608,0.008452323,0.023788255,0.043226143,0.130071491,0.251716376,0.462521135,0.775480862,1.066220232,1.773045869
PHL,2070,0.000775207,0.000405569,0.000379054,0.008033135,0.013827654,0.01837466,0.013444044,0.023245898,0.039904745,0.052333464,0.101041179,0.21322076,0.481837812,0.955770033,2.374805324,3.509474791,5.118968525,7.322372864,10.0286227,14.01249861
PNG,2070,0.012582875,0.004228385,0.002891783,0.125403847,0.261895853,0.413182956,0.338332035,0.396065126,0.745333458,1.118342804,2.064183764,3.342424294,4.992511079,8.624993695,17.22710591,27.28948199,37.78380526,52.16834161,76.48072531,127.4607916
POL,2070,6.10E-05,2.71E-05,6.94E-05,0.000954818,0.001702053,0.002010857,0.000978027,0.001862082,0.004362957,0.010645066,0.026173877,0.060285058,0.125832017,0.2274909,0.537619321,0.866048513,1.373227021,2.018912341,2.608499078,3.598293642
PRI,2070,0.000242241,0.000214243,0.000174808,0.005315766,0.008344011,0.0113064,0.006054325,0.00827148,0.01925925,0.031219924,0.062250857,0.107874116,0.202722153,0.342091946,0.914597518,1.655154271,3.14815232,5.605210735,8.794334804,13.87497551
PRK,2070,0.000129516,6.20E-05,8.76E-05,0.002935827,0.004449418,0.005272096,0.01035377,0.018482289,0.044244731,0.09866157,0.249254701,0.508789202,1.050099702,2.067574942,4.225780038,7.089238576,11.23778691,18.75340455,27.87731808,45.64350759
PRT,2070,0.000235321,0.000163179,0.000183092,0.002769027,0.003958185,0.004852547,0.002460927,0.00442106,0.01114169,0.017805225,0.033717139,0.072217034,0.131734448,0.246907613,0.722656328,1.537544014,3.491489424,7.493316156,12.95741219,23.62593514
PRY,2070,0.000127115,9.19E-05,0.000136351,0.008411225,0.009919353,0.010383697,0.00670344,0.008742779,0.014707462,0.022633492,0.042941464,0.081029071,0.1703026,0.330998373,0.956917699,1.587505687,2.76272272,4.717292265,6.008603166,8.679683881
PSE,2070,6.27E-05,8.07E-05,5.92E-05,0.001716549,0.001975296,0.002834166,0.003373204,0.004539737,0.008877746,0.012071155,0.024739251,0.048804766,0.127547011,0.249016674,0.635268887,0.981993649,1.622083622,1.885554303,2.543604296,3.341808535
QAT,2070,0.000219667,8.40E-05,0.000150572,0.001046186,0.000569099,0.000959856,0.00060764,0.000850012,0.001393135,0.001934529,0.005056762,0.010121625,0.025606302,0.059367575,0.14598853,0.281104345,0.519485779,0.93948574,1.86179146,3.667885709
ROU,2070,0.000163718,9.89E-05,0.000286737,0.003390605,0.005806135,0.009643242,0.005604349,0.013784722,0.036498182,0.06234619,0.138248995,0.241577118,0.372727978,0.551269279,1.352146811,2.204840369,3.47875952,5.180618704,7.354858988,10.51073021
RUS,2070,0.000164894,0.00012677,0.000173616,0.002926891,0.005767655,0.010460053,0.006902989,0.011823019,0.017928142,0.024826199,0.050629996,0.103936375,0.217450363,0.350049681,0.899632621,1.418896299,1.88593857,2.303876984,3.214297409,5.932939381
RWA,2070,0.000402878,7.73E-05,5.20E-05,0.001482981,0.0031702,0.003286706,0.004707083,0.007338233,0.014422786,0.039035786,0.076963101,0.182483708,0.366202219,0.627456281,1.494308275,2.203779836,3.544498991,4.401174101,6.817790136,7.597412731
SAU,2070,5.78E-05,5.45E-05,8.75E-05,0.002123062,0.002645116,0.002823032,0.002515814,0.004483349,0.007583363,0.0117229,0.028037844,0.056954014,0.112353067,0.203244742,0.551756576,0.948088285,1.729039934,2.949071274,4.551741567,5.686263164
SDN,2070,0.000484302,0.000374671,0.000247413,0.005270628,0.007973088,0.009824062,0.015652154,0.021542908,0.034267644,0.049932299,0.115614294,0.197729391,0.40594566,0.694238196,1.709463251,2.755326114,4.66341797,6.953455325,9.722947119,13.87234881
SEN,2070,5.45E-05,1.47E-05,2.20E-05,0.005821467,0.004815269,0.008080954,0.015696664,0.0181504,0.031311509,0.062689233,0.134902001,0.202977878,0.412383231,0.83632638,1.907692646,2.596979767,3.186538804,5.389452269,7.959139819,10.20693682
SGP,2070,5.19E-05,3.38E-05,3.69E-05,0.000259219,0.000367853,0.000349278,0.000159657,0.000248102,0.000550833,0.001210993,0.002897902,0.007617864,0.019508524,0.037712954,0.125464216,0.217894797,0.363972506,0.503936727,0.758690594,1.010658256
SLB,2070,0.000839395,0.000851901,0.000758703,0.026981874,0.055233569,0.083840058,0.120625206,0.140675728,0.251724253,0.378838439,0.714405942,1.22146154,2.322280486,4.124271855,7.662271021,12.71737846,19.82896134,27.68821314,40.71072473,62.4743846
SLE,2070,0.000427612,7.81E-05,7.68E-05,0.013311462,0.011915235,0.020460546,0.032314179,0.032749397,0.054474689,0.139082478,0.281762851,0.413672264,0.829976323,1.703114264,3.316533972,4.85628769,5.905577314,10.03247865,15.57415473,20.99811081
SLV,2070,2.98E-05,3.53E-05,5.48E-05,0.001161624,0.001281483,0.001822626,0.0015519,0.002318753,0.003135584,0.003931145,0.007166402,0.0163449,0.033452534,0.06222027,0.172518552,0.343729104,0.635961491,1.183948109,1.868294969,3.007031821
SOM,2070,0.000328149,6.09E-05,3.89E-05,0.00154405,0.003518742,0.003908166,0.009932504,0.0153708,0.033198086,0.087114291,0.168409637,0.381481121,0.68046155,1.108906063,2.346596589,3.32685996,5.157637242,6.597091968,11.61999707,14.24522823
SRB,2070,0.000222344,0.000217168,0.000448241,0.004109217,0.007878922,0.012714903,0.005943183,0.012713067,0.028244239,0.063066047,0.159810865,0.324690988,0.618507901,1.032845224,2.380707588,4.257756943,7.384461186,11.28838739,15.97944064,25.50293753
SSD,2070,0.000755688,0.000114577,6.31E-05,0.00114561,0.002564885,0.003213752,0.007890918,0.013229681,0.025546547,0.058174866,0.113352308,0.260391068,0.552340789,0.713522446,1.668586468,2.302910028,3.433520833,4.188662805,6.529892889,7.582659112
STP,2070,3.93E-05,2.38E-05,3.91E-05,0.009076386,0.008273209,0.013661794,0.012276109,0.012917674,0.01789595,0.037790942,0.093509682,0.132466911,0.290146183,0.579462527,1.306036758,2.099889637,2.749707643,4.24886713,5.817196978,7.420855044
SUR,2070,0.000582646,0.000139907,0.000264339,0.007859214,0.007118208,0.013252956,0.014991764,0.025065751,0.03467646,0.03317162,0.06464126,0.122333274,0.218825704,0.34251612,0.74379477,1.272246789,2.511137488,3.588243344,4.351499111,6.13687378
SVK,2070,0.000334698,7.22E-05,0.000173451,0.002188593,0.003462808,0.004140207,0.002111889,0.003984053,0.007219742,0.012193563,0.029949348,0.063687082,0.120811507,0.182108241,0.461104661,0.801591897,1.293484504,1.955789934,2.679796781,3.957452871
SVN,2070,4.02E-05,2.28E-05,8.14E-05,0.000359661,0.000425703,0.000461976,0.000261621,0.000633584,0.001119715,0.002686238,0.007520592,0.019027575,0.04460345,0.09272262,0.253156734,0.464972107,1.034459982,1.977358594,3.091057726,4.961791176
SWE,2070,0.000129036,0.000111665,0.000125175,0.000844379,0.001106244,0.001593842,0.000681006,0.000849445,0.001475107,0.003372238,0.009217178,0.028437505,0.068375725,0.160720633,0.403940517,0.804424782,1.251093694,2.299046122,3.729828438,6.38645119
SWZ,2070,0.000337306,0.000175114,0.00014768,0.007260171,0.009357391,0.01257014,0.008196369,0.015111101,0.037586956,0.071092987,0.151146303,0.305252957,0.521104995,0.984031473,3.097444407,3.930981435,4.916521636,6.490035592,8.940085372,13.80610711
SYC,2070,0.000514373,0.000285381,0.000311348,0.004500085,0.009351126,0.010871905,0.008651117,0.011841515,0.021574589,0.037250189,0.065448606,0.126501593,0.229983717,0.466816048,0.867792518,1.616346526,2.564266276,4.27934648,6.015649756,8.10276835
SYR,2070,0.001566535,0.000361024,0.00040762,0.018555636,0.01630067,0.020439511,0.018070161,0.023678918,0.042114126,0.056572931,0.121393138,0.229200264,0.409247234,0.67287213,1.671406347,2.933192415,4.631822123,6.810770119,7.306462128,5.157016096
TCD,2070,0.000163566,5.33E-05,4.13E-05,0.007524659,0.005835559,0.010297101,0.020531774,0.020820097,0.03644347,0.110993937,0.229066483,0.338805674,0.728790904,1.447240287,3.121044173,4.298082955,5.00604251,8.846501893,13.52226145,16.67043634
TGO,2070,6.68E-05,1.73E-05,2.39E-05,0.005585703,0.005163136,0.009437656,0.02399667,0.024912895,0.045790566,0.118190923,0.236198707,0.35236324,0.697577458,1.345322622,2.420454343,3.525254435,4.123738028,6.948357521,10.30041513,12.88778308
THA,2070,0.000156994,0.000117661,0.000123182,0.003630873,0.005272867,0.007397135,0.008145843,0.011681406,0.017197555,0.015065018,0.025467828,0.045019597,0.083390994,0.16306782,0.498138647,0.936172815,1.694325101,2.478088383,3.209127313,3.933437679
TJK,2070,0.000460409,0.000358384,0.000320092,0.006831432,0.014376086,0.015624857,0.010560967,0.014891632,0.019643613,0.025654987,0.041434291,0.07389797,0.140679263,0.224773907,0.430761822,0.704672883,0.905579227,1.274322345,1.638562723,1.923758217
TKM,2070,0.0003937,0.000187769,0.000406496,0.00979637,0.020101418,0.02533537,0.009980979,0.014742833,0.021036122,0.022145724,0.026027623,0.049374931,0.075197908,0.147488803,0.417611391,0.722300393,1.327000957,2.140477288,2.961645536,4.613318502
TLS,2070,9.85E-05,3.95E-05,4.71E-05,0.00237888,0.00484888,0.00473371,0.006608212,0.011436174,0.019384568,0.022971637,0.052718559,0.100901802,0.211561226,0.39253559,1.218942419,1.969208199,3.261774495,5.292162633,7.278220573,9.590593686
TON,2070,0.000595307,0.000490841,0.000578531,0.017359762,0.027530285,0.034353882,0.027600401,0.03414536,0.056388498,0.069298123,0.10107309,0.188447837,0.316236962,0.751556244,1.972717821,3.465465548,4.967934433,8.179456749,13.81231699,22.02764246
TTO,2070,0.000664518,0.000231674,0.000142799,0.007300249,0.011588642,0.01407137,0.005382793,0.006255104,0.01238214,0.021926918,0.030424195,0.055419833,0.126053867,0.217751697,0.511175422,0.809270826,1.211644255,1.865280564,2.48289179,2.557746685
TUN,2070,0.000100675,0.000100282,9.78E-05,0.001596888,0.002183873,0.002991279,0.003087188,0.00410811,0.007159291,0.00932501,0.021483457,0.042310875,0.086321113,0.169921997,0.455055866,0.831019474,1.756965544,2.98218177,4.112986927,5.923071957
TUR,2070,6.85E-05,3.35E-05,3.74E-05,0.00179212,0.002112678,0.00258604,0.002255539,0.003738811,0.008718328,0.016861159,0.040231809,0.093595351,0.181612831,0.366470919,1.056277754,1.800419063,3.097429262,3.781427965,3.376574154,3.137661151
TWN,2070,0.000456558,0.000194873,0.000197617,0.002046118,0.002586479,0.004376869,0.002750077,0.005112587,0.008578258,0.01525288,0.025444554,0.048188595,0.101261332,0.214495485,0.615190512,1.352097422,3.08079006,5.683702393,8.616236276,18.68300214
TZA,2070,0.001024815,0.000215074,0.000131416,0.00346464,0.006993343,0.008034473,0.008511119,0.013383742,0.025685388,0.059770289,0.108304253,0.248118226,0.47785779,0.778124045,2.031723291,2.950101224,4.641661228,6.003098657,9.333425776,10.23187607
UGA,2070,0.000547576,0.000136571,8.67E-05,0.003110166,0.006613614,0.007562056,0.010337723,0.015095022,0.029943073,0.075296324,0.140006874,0.32479939,0.633046844,1.074915852,2.556609537,3.640165759,5.442497815,6.645576333,10.72636474,12.56386521
UKR,2070,5.97E-05,4.61E-05,9.66E-05,0.001664475,0.002593991,0.00452747,0.003006464,0.005085782,0.009146948,0.01226775,0.021263742,0.036924564,0.071122948,0.107722181,0.249641834,0.374994697,0.550803625,0.837592652,1.113576227,1.804583489
URY,2070,0.00026758,0.000274985,0.000195912,0.006875466,0.011019221,0.011491897,0.008539916,0.014892757,0.022915369,0.03920734,0.089708098,0.197589093,0.362405058,0.655701527,1.58096341,2.290187931,3.941207951,5.846812567,9.312273324,14.36080156
USA,2070,0.000248313,0.000123806,0.00011023,0.001607198,0.002794262,0.004326283,0.002150192,0.003940375,0.009336612,0.02520268,0.071639735,0.159532218,0.296323415,0.551368052,1.384529719,2.204036588,3.333048558,4.71438313,6.199763157,8.926051005
UZB,2070,1.48E-05,2.70E-05,0.000108052,0.006497974,0.01084887,0.014850694,0.010970765,0.015845788,0.02389263,0.019033272,0.03310444,0.05814924,0.139932121,0.257566544,0.60161143,1.070535599,1.675887625,2.397069986,3.208631316,4.462225019
VCT,2070,0.000566221,0.00029888,0.000450391,0.006805481,0.013098259,0.013008331,0.009610831,0.013999604,0.029802932,0.041187248,0.077978041,0.142888252,0.300284977,0.539660621,1.149171102,1.902109486,2.129623896,2.985483732,4.578485285,7.362559123
VEN,2070,0.000281669,0.000205789,0.000212549,0.003310723,0.003885485,0.005342392,0.003067547,0.005657409,0.010077158,0.017124583,0.03998075,0.081231053,0.156832866,0.273398991,0.749373747,1.328519766,2.382179863,4.388778975,6.875760987,9.952862006
VNM,2070,0.000310122,9.18E-05,0.000161907,0.011847343,0.020621972,0.019471904,0.01345647,0.024408394,0.055955886,0.083440295,0.190614807,0.379934839,0.819288802,1.552155126,3.641322491,5.872641568,10.60156535,17.39716976,24.94441362,33.34477793
VUT,2070,0.001530376,0.001621093,0.001299766,0.050625476,0.100892877,0.148739615,0.239495156,0.278253476,0.414154852,0.484679812,0.739564382,1.101077484,1.998637267,3.609071191,7.147972049,11.93806168,17.89091727,26.14062333,45.03730071,73.54483318
WSM,2070,0.000278694,0.00019583,0.00027378,0.011189853,0.016484795,0.020148186,0.01669432,0.021166296,0.030574503,0.03870078,0.065433753,0.112495651,0.222394923,0.438447032,1.138778672,1.87192239,3.064849129,4.592700758,7.235464508,11.2634291
YEM,2070,0.000758672,0.000638714,0.000490256,0.007216924,0.010158336,0.013236272,0.014213078,0.021353695,0.038022214,0.057593836,0.130084378,0.218501826,0.379949283,0.701430699,1.476223876,2.38831093,3.95346543,5.865207913,8.295644155,12.26436943
ZAF,2070,0.00056157,0.000146865,0.000122965,0.004843572,0.008983578,0.012646017,0.012106605,0.016609313,0.032962009,0.052277532,0.128092994,0.277804445,0.424572719,0.806940876,2.27406611,2.906175307,4.801268504,7.382685656,10.75994805,13.82778003
ZMB,2070,0.00050912,0.000159861,0.000105272,0.004731506,0.01020301,0.011123985,0.009218254,0.014393475,0.02960816,0.057007303,0.1037175,0.2304136,0.486519339,0.801286278,2.356812744,3.255927113,4.868040412,5.684619243,7.892831235,8.539796815
ZWE,2070,7.39E-05,8.22E-05,4.46E-05,0.004011651,0.006401475,0.00776562,0.008768646,0.016715653,0.039831924,0.049078645,0.115572267,0.214957483,0.350350562,0.589815661,1.757810251,2.316722933,3.206358559,4.002113421,5.175195238,6.640770713
AFG,2075,7.20E-05,0.000149591,0.000140561,0.002898016,0.004274357,0.005917254,0.019316431,0.025457218,0.04139472,0.061866455,0.155697083,0.259292196,0.41774721,0.584654946,1.248493475,1.849786904,2.844594415,3.919476129,5.226946944,8.385208598
AGO,2075,0.001063289,0.000182828,0.000131126,0.002643972,0.005096807,0.006390107,0.008636675,0.012448644,0.024958563,0.042846721,0.092777683,0.192055608,0.380472519,0.700855423,1.688167258,2.430288315,3.64842193,5.234934597,8.156454931,10.65364252
ALB,2075,0.001861037,0.001070973,0.001024264,0.006762332,0.01269934,0.013890748,0.006251193,0.008580767,0.014326401,0.021879562,0.045147507,0.096024958,0.253075772,0.549794835,1.593502743,2.894622176,4.982589295,9.264785959,13.89032812,17.44843709
ARE,2075,0.002284882,0.000678274,0.003268603,0.111384987,0.073541875,0.089114778,0.046114798,0.070290296,0.141493263,0.194890134,0.376515837,0.627107022,1.262444399,1.643009542,3.226727016,3.672998702,7.963462506,14.07306212,22.69118538,36.20395182
ARG,2075,0.000297086,0.000145618,0.000153215,0.005784012,0.008025559,0.009385988,0.005315798,0.007458567,0.012213767,0.02092012,0.046523914,0.097448989,0.191784833,0.327106412,0.827145726,1.332409164,2.383746542,4.053191944,6.569909785,9.320811558
ARM,2075,5.64E-05,8.63E-05,8.55E-05,0.001792627,0.002805137,0.002550084,0.002606964,0.0050217,0.014096104,0.013978203,0.030675829,0.059713118,0.117208001,0.221786747,0.619599737,1.106180688,2.150156809,4.124714292,5.715804223,7.585975987
AUS,2075,9.01E-05,5.72E-05,8.03E-05,0.000846949,0.001144259,0.00152579,0.000727969,0.001594999,0.004243328,0.010022723,0.02486268,0.054852297,0.112014632,0.243785292,0.66121484,1.175328213,2.056148311,3.552146273,5.027868778,7.922578213
AUT,2075,0.000171941,0.000103592,0.000149064,0.001190312,0.001323122,0.001488815,0.00060635,0.001258167,0.002513529,0.005563657,0.014644649,0.041498459,0.094848659,0.199282441,0.420290496,0.550681272,1.031777582,1.834868865,2.890600382,4.669156053
AZE,2075,0.000663304,0.000600528,0.000792396,0.007799644,0.015576511,0.017504463,0.021398418,0.02891695,0.045404343,0.042689397,0.083666385,0.147051279,0.257322646,0.514191007,1.0058813,1.611984446,2.522949851,4.14459718,6.337963748,9.941442352
BDI,2075,0.000593155,0.000104937,6.25E-05,0.002494113,0.005257694,0.005863658,0.015817681,0.022749597,0.048507583,0.141259448,0.268941434,0.608583173,1.125484609,1.869266088,3.737798657,5.397036986,8.4942794,10.74203,18.8237381,21.93317318
BEL,2075,7.63E-05,7.52E-05,9.83E-05,0.00117583,0.00152327,0.001708854,0.000968778,0.001809133,0.005011534,0.009810743,0.026521187,0.069554003,0.149527613,0.256481386,0.618542466,1.007489007,1.786300556,3.264576455,5.527541114,9.367155397
BEN,2075,0.00017808,3.40E-05,3.53E-05,0.007950416,0.007220823,0.013534879,0.027376965,0.030852818,0.05095953,0.112934849,0.229673079,0.354562718,0.676584938,1.322497396,2.880477425,4.037126957,4.746364837,8.064192034,12.11078076,15.11283273
BFA,2075,0.000168554,3.54E-05,1.96E-05,0.004595029,0.003915372,0.006798596,0.014435453,0.01593432,0.027574185,0.088217239,0.179117079,0.276050815,0.560344473,1.030043253,2.064364619,2.913887448,3.843789558,6.815188728,11.37866598,13.69113954
BGD,2075,0.00012642,0.000110227,0.000128093,0.002776361,0.004304429,0.007368346,0.017726157,0.030093838,0.060876322,0.075807317,0.222466185,0.369218363,0.759843891,1.17511141,2.779112689,3.651468738,5.447472435,8.195413601,11.78504732,16.98236104
BGR,2075,8.82E-05,4.96E-05,7.45E-05,0.002578542,0.004824521,0.006693428,0.00368682,0.007215011,0.014766943,0.026983282,0.052403312,0.094623631,0.187232548,0.279103636,0.67999345,1.165148809,1.944791448,3.257375391,4.813670962,6.483627794
BHR,2075,0.000204528,0.000386356,0.000179003,0.005962975,0.008420205,0.007925886,0.003540118,0.003584147,0.006765181,0.008888128,0.029738448,0.07439539,0.211040724,0.522786422,1.808738157,3.525723361,6.283302841,10.36453452,15.96455336,25.40551345
BHS,2075,0.000403926,0.000109904,0.000127507,0.003689964,0.006572154,0.00865559,0.004452737,0.005321002,0.009113499,0.016291241,0.032889179,0.063593351,0.108065064,0.198946613,0.452584816,0.80264761,1.142660586,1.711814668,2.400154286,3.747264104
BIH,2075,0.000113929,5.54E-05,8.40E-05,0.002357955,0.00335797,0.002357499,0.001567976,0.002276179,0.005775325,0.011713442,0.024249749,0.055200308,0.122334774,0.217425478,0.639395349,1.251442749,2.127114869,3.186431766,3.801869875,3.972188084
